"airtableID","Id","Author","[person]","[news item]","Name [Role]"
"","[apdp.news.000239] ""Theroux, Paul 
(1941-)"" (Writer)","","['recFbVNBqrHXtsBjz']","['recJz8tZuY74SA920']","Writer"
"","[apdp.news.000239] ""Thompson, Peter 
(-)"" (Writer)","","['recniXgDeoI9gTrBU']","['recJz8tZuY74SA920']","Writer"
"","[apdp.news.000239] ""wa Thiong'o, Ngugi 'James' 
(1938-)"" (Writer)","","['rec37zp2sfvgsuWjX']","['recJz8tZuY74SA920']","Writer"
"","[apdp.news.000239] ""Warnes, Andrew 
(-)"" (Critic) - author","True","['rectMvTtya0nHgqv9']","['recJz8tZuY74SA920']","Critic"
"","[apdp.news.000239] ""Webb, Constance 
(1918-2005)"" (Artist)","","['recMkGE7iDOTLqwF4']","['recJz8tZuY74SA920']","Artist"
"","[apdp.news.000240] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec8S8dDBQdGyWEMP']","Poet"
"","[apdp.news.000240] ""Mazrui, Ali Al'amin 
(1933-2014)"" (Writer)","","['recMvAhBWPxoch33v']","['rec8S8dDBQdGyWEMP']","Writer"
"","[apdp.news.000240] ""Mulaisho, Dominic 
(1933-2013)"" (Writer)","","['recbqlPIV0iPxnhkl']","['rec8S8dDBQdGyWEMP']","Writer"
"","[apdp.news.000240] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec8S8dDBQdGyWEMP']","Poet"
"","[apdp.news.000240] ""Omotoso, Kole 
(1943-)"" (Writer)","","['recSOcqB6U5eQmLVn']","['rec8S8dDBQdGyWEMP']","Writer"
"","[apdp.news.000240] ""Palmer, Eustace 
(-)"" (Academic)","","['recV9Z8bx3Zt0Kuwv']","['rec8S8dDBQdGyWEMP']","Academic"
"","[apdp.news.000240] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['rec8S8dDBQdGyWEMP']","Poet"
"","[apdp.news.000240] ""Silver, Helene 
(-)"" (Academic)","","['recPZSR1q147PqBb0']","['rec8S8dDBQdGyWEMP']","Academic"
"","[apdp.news.000240] ""Themba, Daniel Canodoce 'Can' 
(1924-1968)"" (Writer)","","['recOpSWhTmyQRhLqV']","['rec8S8dDBQdGyWEMP']","Writer"
"","[apdp.news.000240] ""wa Thiong'o, Ngugi 'James' 
(1938-)"" (Writer)","","['rec37zp2sfvgsuWjX']","['rec8S8dDBQdGyWEMP']","Writer"
"","[apdp.news.000240] ""Zell, Hans 
(1940-)"" (Academic)","","['rect3FOZ6sTPJkxda']","['rec8S8dDBQdGyWEMP']","Academic"
"","[apdp.news.000241] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec0smUvluYtYb152']","Poet"
"","[apdp.news.000241] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Mentioned Poet)","","['recmyildMjXhoC72X']","['rec0smUvluYtYb152']","Mentioned Poet"
"","[apdp.news.000241] ""Ifejika, Samuel 
(-)"" (Writer)","","['recNaQ1l9jBcTWSeD']","['rec0smUvluYtYb152']","Writer"
"","[apdp.news.000241] ""Mazrui, Ali Al'amin 
(1933-2014)"" (Writer)","","['recMvAhBWPxoch33v']","['rec0smUvluYtYb152']","Writer"
"","[apdp.news.000241] ""Mezu, S. Okechukwu 
(1941-)"" (Writer)","","['recf3OkMSL65STVAD']","['rec0smUvluYtYb152']","Writer"
"","[apdp.news.000241] ""Nwankwo, Arthur 
(-)"" (Writer)","","['rec9LWtLVmcTR7AUZ']","['rec0smUvluYtYb152']","Writer"
"","[apdp.news.000241] ""Nwapa, Flora 
(1931-1993)"" (Writer)","","['rec2dKxSQV9Sa1IlR']","['rec0smUvluYtYb152']","Writer"
"","[apdp.news.000241] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec0smUvluYtYb152']","Poet"
"","[apdp.news.000241] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec0smUvluYtYb152']","Poet"
"","[apdp.news.000242] ""Atkinson, Richard 
(1929-)"" (Academic)","","['recY3mTUleOhpe7Tq']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Cartey, Wilfred 
(1931-1992)"" (Academic)","","['recPGpeciDezdSNta']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Goodlad, J. S. R. 
(-)"" (Academic)","","['recSQI5jXMPgUx86P']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Hopkins, Antony 
(-)"" (Academic)","","['recFY7TktKJxWFoBy']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Hussey, Maurice 
(-)"" (Academic)","","['recSxEzgH6xvbr6c5']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Lipset, Seymour Martin 'S. M.' 
(1922-2006)"" (Academic)","","['rechmNPf2IR5wVucY']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Nisbet, Robert Alexander 
(1913-1996)"" (Academic)","","['recJtdURNbvK0fp1O']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000242] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recJrcWm5Usg0ct3S']","Poet"
"","[apdp.news.000242] ""Raab, E. 
(-)"" (Academic)","","['recZzNU42D9hO5smo']","['recJrcWm5Usg0ct3S']","Academic"
"","[apdp.news.000243] ""Akpan, Ntieyong Udo 
(1924-)"" (Politician)","","['reclNH7n79qDRZrPB']","['recWzdG5N5pMOyg7S']","Politician"
"","[apdp.news.000243] ""Azikiwe, Nnamdi 
(1904-1996)"" (Politician)","","['recPqiwAFiwt5ngyn']","['recWzdG5N5pMOyg7S']","Politician"
"","[apdp.news.000243] ""Červenka, Zdeněk 
(1932-)"" (Academic)","","['recqBZNWCjaQwg4Du']","['recWzdG5N5pMOyg7S']","Academic"
"","[apdp.news.000243] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recWzdG5N5pMOyg7S']","Poet"
"","[apdp.news.000243] ""de St. Jorre, John 
(-)"" (Reporter)","","['recn7dbpQzb1TDmt6']","['recWzdG5N5pMOyg7S']","Reporter"
"","[apdp.news.000243] ""Dent, Martin 
(1925-2014)"" (Academic)","","['recQ1Y6u1001NFrkn']","['recWzdG5N5pMOyg7S']","Academic"
"","[apdp.news.000243] ""Gowon, Yakubu 
(1934-)"" (Politician)","","['recNOrpslAfgHGgBf']","['recWzdG5N5pMOyg7S']","Politician"
"","[apdp.news.000243] ""Kirk-Greene, Anthony 
(1925-2018)"" (Politician)","","['recwVEzsPhj88Zq2a']","['recWzdG5N5pMOyg7S']","Politician"
"","[apdp.news.000243] ""Luckham, Robin 
(-)"" (Writer)","","['rec6JTNSxMsv8cWkD']","['recWzdG5N5pMOyg7S']","Writer"
"","[apdp.news.000243] ""Madiebo, Alexander 
(-)"" (Politician)","","['recw3aQnKr9fRptKC']","['recWzdG5N5pMOyg7S']","Politician"
"","[apdp.news.000243] ""Miners, N. J. 
(-)"" (Writer)","","['recJTdaAQytKVE4xA']","['recWzdG5N5pMOyg7S']","Writer"
"","[apdp.news.000243] ""Ojukwu, C. Odumegwu 
(1933-2011)"" (Politician)","","['recOYYKBTvtNEciSh']","['recWzdG5N5pMOyg7S']","Politician"
"","[apdp.news.000243] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recWzdG5N5pMOyg7S']","Poet"
"","[apdp.news.000243] ""Oyinbo, John 
(-)"" (Writer)","","['recmo2NS7u7EhEvsO']","['recWzdG5N5pMOyg7S']","Writer"
"","[apdp.news.000243] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recWzdG5N5pMOyg7S']","Poet"
"","[apdp.news.000244] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""Adali-Mortty, Geormbeeyi 
(1916-)"" (Editor)","","['rec6a2aV35Av5J8GE']","['recUOB2MhRPPmNyxa']","Editor"
"","[apdp.news.000244] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""Cook, David 
(-)"" (Editor)","","['recOxjJmlWmjveL6v']","['recUOB2MhRPPmNyxa']","Editor"
"","[apdp.news.000244] ""Moore, Gerald 
(1924-)"" (Translator)","","['rec9fhaSuS1VCt72x']","['recUOB2MhRPPmNyxa']","Translator"
"","[apdp.news.000244] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""Pieterse, Cosmo 
(1930-)"" (Editor)","","['recllwM2wWxQdtkGS']","['recUOB2MhRPPmNyxa']","Editor"
"","[apdp.news.000244] ""Reed, John 
(-)"" (Editor)","","['recEXll8LUl8DaCkz']","['recUOB2MhRPPmNyxa']","Editor"
"","[apdp.news.000244] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","['recUOB2MhRPPmNyxa']","Poet"
"","[apdp.news.000244] ""Wake, Clive 
(-)"" (Editor)","","['recqQE1lciAspjAir']","['recUOB2MhRPPmNyxa']","Editor"
"","[apdp.news.000245] ""Alighieri, Dante 
(1265-1321)"" (Mentioned Poet)","","['recA5pcTPppkOR0dg']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Batchelor, Paul 
(1977-)"" (Critic) - author","True","['rec9KJw8SbOTYTcRk']","['rec0s2gCL9JF8Gqpv']","Critic"
"","[apdp.news.000245] ""Carducci, Giosuè Alessandro Giuseppe 
(1835-1907)"" (Mentioned Poet)","","['recx5A1U4m0kWdZvY']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Croce, Benedetto 
(1866-1952)"" (Academic)","","['rec8pzuA8O06aR2G7']","['rec0s2gCL9JF8Gqpv']","Academic"
"","[apdp.news.000245] ""Dawkins, Richard 
(1941-)"" (Academic)","","['recI3YPVj0ebcG4bC']","['rec0s2gCL9JF8Gqpv']","Academic"
"","[apdp.news.000245] ""Flaccus, Quintus Horatius 'Horace' 
(-)"" (Mentioned Poet)","","['recP0nu7PEFAhRmWs']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Godolphin, Sidney 
(1610-1643)"" (Mentioned Poet)","","['recvxxKDwSAF031UO']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Gramsci, Antonio 
(1891-1937)"" (Academic)","","['recivDjfIurTdysqM']","['rec0s2gCL9JF8Gqpv']","Academic"
"","[apdp.news.000245] ""Herbert, George 
(1593-1633)"" (Mentioned Poet)","","['recDm8s1X9i7nkI4h']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Hill, Geoffrey 
(1932-2016)"" (Mentioned Poet)","","['rec41bkq0M2qDFdjj']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Hobbes, Thomas 
(1588-1679)"" (Writer)","","['recgVDa9CafDCbfAb']","['rec0s2gCL9JF8Gqpv']","Writer"
"","[apdp.news.000245] ""James, Henry 
(-)"" (Writer)","","['recOrt4xYjdE8ltDf']","['rec0s2gCL9JF8Gqpv']","Writer"
"","[apdp.news.000245] ""Lawes, William 
(1602-1645)"" (Artist)","","['rec0WXDarREEC6w6e']","['rec0s2gCL9JF8Gqpv']","Artist"
"","[apdp.news.000245] ""Lyon, John 
(-)"" (Editor)","","['reckgNOQCl1IaJ9Lo']","['rec0s2gCL9JF8Gqpv']","Editor"
"","[apdp.news.000245] ""Masaryk, Thomas 
(1850-1937)"" (Politician)","","['recyxY2anj2aMDaAW']","['rec0s2gCL9JF8Gqpv']","Politician"
"","[apdp.news.000245] ""McDonald, Peter 
(1962-)"" (Editor)","","['reciMG3YCj7zO5Wol']","['rec0s2gCL9JF8Gqpv']","Editor"
"","[apdp.news.000245] ""Oakley, Francis Christopher 
(1931-)"" (Academic)","","['rec4VbvDRUIYSBE9w']","['rec0s2gCL9JF8Gqpv']","Academic"
"","[apdp.news.000245] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec0s2gCL9JF8Gqpv']","Poet"
"","[apdp.news.000245] ""Petrarch, Francesco 
(1304-1374)"" (Mentioned Poet)","","['recXsTaxS6K4LSDoE']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Pound, Ezra 
(1885-1972)"" (Mentioned Poet)","","['rectmJxGXAJNhfSVk']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Ramsey, Frank 
(1903-1930)"" (Academic)","","['recacOk0PPa49lZnR']","['rec0s2gCL9JF8Gqpv']","Academic"
"","[apdp.news.000245] ""Ruskin, John 
(1819-1900)"" (Academic)","","['recAyHHmY3vhrfxEU']","['rec0s2gCL9JF8Gqpv']","Academic"
"","[apdp.news.000245] ""Sidney, Philip 
(1554-1586)"" (Mentioned Poet)","","['recCw90CXgtZ7aOVb']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Vaughan, Henry 
(1621-1695)"" (Mentioned Poet)","","['reckaKub73PsGpxE2']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000245] ""Virgil,  
(-)"" (Mentioned Poet)","","['recyF0YuXTorSvaC8']","['rec0s2gCL9JF8Gqpv']","Mentioned Poet"
"","[apdp.news.000246] ""Abrahams, Peter 
(1919-2017)"" (Writer)","","['recNg2hNhgqBvGyf4']","['recEx39IzX0Gac3Y4']","Writer"
"","[apdp.news.000246] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recEx39IzX0Gac3Y4']","Poet"
"","[apdp.news.000246] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['recEx39IzX0Gac3Y4']","Poet"
"","[apdp.news.000246] ""Brathwaite, Edward Kamau 
(1930-2020)"" (Mentioned Poet)","","['rec6yVFxzcQdvlcrG']","['recEx39IzX0Gac3Y4']","Mentioned Poet"
"","[apdp.news.000246] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recEx39IzX0Gac3Y4']","Poet"
"","[apdp.news.000246] ""Dathrone, Oscar Ronald 'O. R.' 
(1934-2007)"" (Mentioned Poet)","","['recWSIIflYLOZNVw3']","['recEx39IzX0Gac3Y4']","Mentioned Poet"
"","[apdp.news.000246] ""Harris, Theodore Wilson 
(1921-2019)"" (Writer)","","['rec2rm5u4Hssh9VLO']","['recEx39IzX0Gac3Y4']","Writer"
"","[apdp.news.000246] ""Jeffares, Norman 
(1920-2005)"" (Critic) - author","True","['recGcXoI1uLAcWb4v']","['recEx39IzX0Gac3Y4']","Critic"
"","[apdp.news.000246] ""Lamming, George 
(1927-)"" (Writer)","","['recLmSnzhCEAs0MeP']","['recEx39IzX0Gac3Y4']","Writer"
"","[apdp.news.000246] ""Moore, Gerald 
(1924-)"" (Academic)","","['rec9fhaSuS1VCt72x']","['recEx39IzX0Gac3Y4']","Academic"
"","[apdp.news.000246] ""Naipaul, V. S. 
(1932-2018)"" (Writer)","","['recftR57TlJLZMFOx']","['recEx39IzX0Gac3Y4']","Writer"
"","[apdp.news.000246] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recEx39IzX0Gac3Y4']","Poet"
"","[apdp.news.000246] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recEx39IzX0Gac3Y4']","Poet"
"","[apdp.news.000246] ""wa Thiong'o, Ngugi 'James' 
(1938-)"" (Writer)","","['rec37zp2sfvgsuWjX']","['recEx39IzX0Gac3Y4']","Writer"
"","[apdp.news.000246] ""Williams, Denis 
(1923-1998)"" (Writer)","","['recvppMii5R7tKjcq']","['recEx39IzX0Gac3Y4']","Writer"
"","[apdp.news.000246] ""Yeats, William Butler 'W. B.' 
(1865-1939)"" (Mentioned Poet)","","['recD9w9wjdB9wbhOx']","['recEx39IzX0Gac3Y4']","Mentioned Poet"
"","[apdp.news.000247] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec4UYMRIP0SsA1tu']","Poet"
"","[apdp.news.000247] ""Forster, E. M. 
(1879-1970)"" (Writer)","","['recuriyJheL3CGVGi']","['rec4UYMRIP0SsA1tu']","Writer"
"","[apdp.news.000247] ""Gordimer, Nadine 
(1923-2014)"" (Critic) - author","True","['recXnMjnpFniojKZ9']","['rec4UYMRIP0SsA1tu']","Critic"
"","[apdp.news.000247] ""Grass, Günter Wilhelm 
(1927-2015)"" (Writer)","","['recVouawOK8Ac00N2']","['rec4UYMRIP0SsA1tu']","Writer"
"","[apdp.news.000247] ""Levin, Harry Tuchman 
(1912-1994)"" (Academic)","","['recj8dewaR7P7AWto']","['rec4UYMRIP0SsA1tu']","Academic"
"","[apdp.news.000247] ""Mann, Thomas 
(1875-1955)"" (Writer)","","['receDab4t5r4Dj4Ow']","['rec4UYMRIP0SsA1tu']","Writer"
"","[apdp.news.000247] ""Nkrumah, Kwame 
(1909-1972)"" (Politician)","","['recqZZToLmc4MZm2q']","['rec4UYMRIP0SsA1tu']","Politician"
"","[apdp.news.000247] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rec4UYMRIP0SsA1tu']","Poet"
"","[apdp.news.000247] ""Ouologuem, Yambo 
(1940-2017)"" (Writer)","","['receclcSMXsDEZuZg']","['rec4UYMRIP0SsA1tu']","Writer"
"","[apdp.news.000247] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec4UYMRIP0SsA1tu']","Poet"
"","[apdp.news.000247apdp.news.000413apdp.news.000416apdp.news.000417apdp.news.000418] ""Steiner, George 
(1929-2020)"" (Editor)","","['recK4H6TCZdgAOOWa']","['rec4UYMRIP0SsA1tu', 'recV9mEijmOscx8NV', 'recqriMZwCBrAdjTl', 'recvX67cLp2Ls2jRL', 'recsWZaNzp17hQ3tB']","Editor"
"","[apdp.news.000248] ""Abrahams, Peter 
(1919-2017)"" (Writer)","","['recNg2hNhgqBvGyf4']","['recGLuYuqGBULdcFn']","Writer"
"","[apdp.news.000248] ""Anozie, Sunday Ogbonna 
(1942-2001)"" (Writer)","","['rec0VPjg7qiVPPrxl']","['recGLuYuqGBULdcFn']","Writer"
"","[apdp.news.000248] ""Elias, Taslim Olawale 'T. O.' 
(1914-1991)"" (Politician)","","['recBFWO7E2hwbt90n']","['recGLuYuqGBULdcFn']","Politician"
"","[apdp.news.000248] ""Moore, Gerald 
(1924-)"" (Academic)","","['rec9fhaSuS1VCt72x']","['recGLuYuqGBULdcFn']","Academic"
"","[apdp.news.000248] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recGLuYuqGBULdcFn']","Poet"
"","[apdp.news.000248] ""Olusanya, Gabriel Olakunle 'G. O.' 
(-)"" (Academic)","","['recj3INa8gh6Bp9Q5']","['recGLuYuqGBULdcFn']","Academic"
"","[apdp.news.000248] ""Wade, Michael 
(-)"" (Academic)","","['recwshZtiCKzOf9CC']","['recGLuYuqGBULdcFn']","Academic"
"","[apdp.news.000249] ""Abrahams, Peter 
(1919-2017)"" (Writer)","","['recNg2hNhgqBvGyf4']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recis3okRt5GNSVdA']","Poet"
"","[apdp.news.000249] ""Aluko, Eniola 
(1987-)"" (Writer)","","['recHTzLNuZMbjjuRc']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Amadi, Elechi 
(1934-2016)"" (Writer)","","['recudsl6LT4EYNGC7']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Armah, Ayi Kwei 
(1939-)"" (Writer)","","['recbPHmWnNoi6k3q8']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Asare, Bediako 
(1930-)"" (Writer)","","['rechGlfE3TNraRFr7']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Bebey, Francis 
(1929-2001)"" (Writer)","","['recTIehfkS2sb2tsQ']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Beier, Ulli 
(1922-2011)"" (Writer)","","['recR5ozQC8BdAtBze']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Beti, Mongo 
(1932-2001)"" (Writer)","","['rect6y3c7gSX8qX7U']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recis3okRt5GNSVdA']","Poet"
"","[apdp.news.000249] ""Chraïbi, Driss 
(1926-2007)"" (Writer)","","['recuRsq6ICypyArrK']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recis3okRt5GNSVdA']","Poet"
"","[apdp.news.000249] ""Conton, William Farquhar 
(1925-2003)"" (Writer)","","['reclWrAtLFoZ7O1Vo']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Cook, David 
(-)"" (Writer)","","['recOxjJmlWmjveL6v']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Dadié, Bernard Binlin 
(1916-2019)"" (Writer)","","['rec11TfWLtdgg0lSe']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Dipoko, Mbella Sonne 
(1936-2009)"" (Writer)","","['recaEXdUYZk3OmqFS']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Djoleto, Solomon Alexander Amu 
(1929-)"" (Writer)","","['rec0TXkbX1WorJ145']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Edwards, Paul 
(1923-2004)"" (Editor)","","['recPNEuBesYDWBdAK']","['recis3okRt5GNSVdA']","Editor"
"","[apdp.news.000249] ""Ekwensi, Cyprian 
(1921-2007)"" (Writer)","","['rechc9BFreKE5N8OU']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Farah, Nuruddin 
(1945-)"" (Writer)","","['rec4nIfxtwAORhRIn']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Gatheru, R. Mugo 
(1925-)"" (Writer)","","['recnMAZ1CAlKkna6V']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Gbadamosi, Bakare 
(1930-)"" (Writer)","","['recHXuKbPgGkgzNOD']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Honwana, Luis Bernardo 
(1942-)"" (Writer)","","['rechlIrr6boqmotNh']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Kachingwe, Aubrey 
(1926-)"" (Writer)","","['reci5IJwEZTqw5NWW']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Kaunda, Kenneth 
(1924-)"" (Writer)","","['rec9Ih4VHNATBvX5S']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Knappert, Jan 
(1927-2005)"" (Writer)","","['recaRYIeetLSJ9IQk']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Konadu, Samuel Asare 'Kwabena Asare Bediako' 
(1932-1994)"" (Writer)","","['recy03wej1o7pR0VJ']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""La Guma, Alex 
(1924-1985)"" (Writer)","","['recmqnYK6lqXw6wLD']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Ladipo, Duro 
(1931-1978)"" (Writer)","","['recGRfpd23RJuIWqf']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","['recis3okRt5GNSVdA']","Poet"
"","[apdp.news.000249] ""Maddy, Yulisa Amadu Pat 
(1936-2014)"" (Writer)","","['recsvlVn5DhagcSPb']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Mazrui, Ali Al'amin 
(1933-2014)"" (Writer)","","['recMvAhBWPxoch33v']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Mboya, Thomas Joseph Odhiambo 
(1930-1969)"" (Writer)","","['recDyz1Zsu8DZWpfZ']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Mulaisho, Dominic 
(1933-2013)"" (Writer)","","['recbqlPIV0iPxnhkl']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Munonye, John 
(1929-1999)"" (Writer)","","['recslCRdXKhY5fSRD']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Nkrumah, Kwame 
(1909-1972)"" (Writer)","","['recqZZToLmc4MZm2q']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Nwankwo, Nkem 
(1936-2001)"" (Writer)","","['recc1Kl6K7OdHil7R']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Nwapa, Flora 
(1931-1993)"" (Writer)","","['rec2dKxSQV9Sa1IlR']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Nzekwu, Onuora 
(1928-2017)"" (Writer)","","['recJCLO6Lqzhsrs4g']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Odinga, Jaramogi Oginga 
(1911-1994)"" (Writer)","","['reca7TotGFvdFlthL']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recis3okRt5GNSVdA']","Poet"
"","[apdp.news.000249] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recis3okRt5GNSVdA']","Poet"
"","[apdp.news.000249] ""Ortzen, Len 
(-)"" (Writer)","","['recLBgjUq9OaKW5Wv']","['recis3okRt5GNSVdA']","Writer"
"","[apdp.news.000249] ""Ouologuem, Yambo 
(1940-2017)"" (Writer)","","['receclcSMXsDEZuZg']","['recis3okRt5GNSVdA']","Writer"
