"airtableID","Id","Author","[person]","[news item]","Name [Role]"
"","[apdp.news.000132] ""Shaffer, Peter 
(1926-2016)"" (Writer)","","['recKnA86mJ3LouD9q']","['rec0BA065c4oQiaW8']","Writer"
"","[apdp.news.000132] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec0BA065c4oQiaW8']","Poet"
"","[apdp.news.000132] ""Wells, John 
(1956-)"" (Writer)","","['reco1bklMesYkWBwc']","['rec0BA065c4oQiaW8']","Writer"
"","[apdp.news.000133] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recuhOgiylOWO9JT4']","Poet"
"","[apdp.news.000134] ""Abrahams, Peter 
(1919-2017)"" (Writer)","","['recNg2hNhgqBvGyf4']","['recvhCqGMChL6QvZI']","Writer"
"","[apdp.news.000134] ""Moore, Gerald 
(1924-)"" (Critic) - author","True","['rec9fhaSuS1VCt72x']","['recvhCqGMChL6QvZI']","Critic"
"","[apdp.news.000134] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recvhCqGMChL6QvZI']","Mentioned Poet"
"","[apdp.news.000134] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recvhCqGMChL6QvZI']","Poet"
"","[apdp.news.000135] ""Bright-Taylor, Hannah 
(-)"" (Artist)","","['recSUaLwP1stOiRd1']","['recGjVj0WUovDEM7y']","Artist"
"","[apdp.news.000135] ""Debayo, Jumoke 
(-)"" (Artist)","","['reczUdGWmvdPDQGWM']","['recGjVj0WUovDEM7y']","Artist"
"","[apdp.news.000135] ""Euba, Femi 
(1941-)"" (Artist)","","['recWQNkdVW2px2CN2']","['recGjVj0WUovDEM7y']","Artist"
"","[apdp.news.000135] ""O'Donovan, Desmond 
(1933-2010)"" (Artist)","","['recwYTHr0Z62QRTef']","['recGjVj0WUovDEM7y']","Artist"
"","[apdp.news.000135] ""Payne, Willie 
(1923-2017)"" (Artist)","","['recElZbHLM826DE8M']","['recGjVj0WUovDEM7y']","Artist"
"","[apdp.news.000135] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recGjVj0WUovDEM7y']","Poet"
"","[apdp.news.000136] ""Ekwensi, Cyprian 
(1921-2007)"" (Writer)","","['rechc9BFreKE5N8OU']","['recJjdUkJv2Li0kMB']","Writer"
"","[apdp.news.000136] ""Hopkirk, Peter 
(1930-2014)"" ()","","['rec3rJTUdpM6kH2V4']","['recJjdUkJv2Li0kMB']",""
"","[apdp.news.000136] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recJjdUkJv2Li0kMB']","Poet"
"","[apdp.news.000137] ""Bright-Taylor, Hannah 
(-)"" (Artist)","","['recSUaLwP1stOiRd1']","['recYXEfLMPnRDXRVU']","Artist"
"","[apdp.news.000137] ""Debayo, Jumoke 
(-)"" (Artist)","","['reczUdGWmvdPDQGWM']","['recYXEfLMPnRDXRVU']","Artist"
"","[apdp.news.000137] ""Ngakane, Lionel 
(1928-2003)"" (Artist)","","['recKXVvKsCnHCtTKe']","['recYXEfLMPnRDXRVU']","Artist"
"","[apdp.news.000137] ""O'Donovan, Desmond 
(1933-2010)"" (Artist)","","['recwYTHr0Z62QRTef']","['recYXEfLMPnRDXRVU']","Artist"
"","[apdp.news.000137] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recYXEfLMPnRDXRVU']","Poet"
"","[apdp.news.000138] ""Bryden, Ronald 
(1927-2004)"" (Critic) - author","True","['recdZCPYGp1fp7coB']","['recyHqeh0mzgSFLip']","Critic"
"","[apdp.news.000138] ""Deutsch, André 
(1917-2000)"" (Publisher)","","['recr3BSEX1dvRVuM7']","['recyHqeh0mzgSFLip']","Publisher"
"","[apdp.news.000138] ""Duerden, Dennis 
(1929-2007)"" (Academic)","","['recUZFCzQHtupHXFt']","['recyHqeh0mzgSFLip']","Academic"
"","[apdp.news.000138] ""Gaskill, William 
(1930-2016)"" (Artist)","","['recW3khzz0KBhuf3s']","['recyHqeh0mzgSFLip']","Artist"
"","[apdp.news.000138] ""Jacobson, Dan 
(1929-2014)"" (Writer)","","['recua0uodOWT6dIei']","['recyHqeh0mzgSFLip']","Writer"
"","[apdp.news.000138] ""Littlewood, Joan 
(1913-2002)"" (Artist)","","['recifvH64sr6lVXtO']","['recyHqeh0mzgSFLip']","Artist"
"","[apdp.news.000138] ""Penrose, Roland 
(1900-1984)"" (Writer)","","['recpWxpKEw6HwPuDj']","['recyHqeh0mzgSFLip']","Writer"
"","[apdp.news.000138] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recyHqeh0mzgSFLip']","Poet"
"","[apdp.news.000138] ""Tynan, Kenneth 
(1927-1980)"" (Critic) - author","True","['recswzVhqmNpBfFOZ']","['recyHqeh0mzgSFLip']","Critic"
"","[apdp.news.000139] ""Akintola, Samuel 
(1910-1966)"" (Politician)","","['recbpa8bqhQzwppEY']","['recHGZOXIDcuhOM73']","Politician"
"","[apdp.news.000139] ""Eso, Samuel Obakayode 'Kayode' 
(1925-2012)"" (Politician)","","['recikrHs8Kit42UK7']","['recHGZOXIDcuhOM73']","Politician"
"","[apdp.news.000139] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recHGZOXIDcuhOM73']","Poet"
"","[apdp.news.000140] ""Ngakane, Lionel 
(1928-2003)"" (Writer)","","['recKXVvKsCnHCtTKe']","['recxrGODZ06npUEsl']","Writer"
"","[apdp.news.000140] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recxrGODZ06npUEsl']","Poet"
"","[apdp.news.000140] ""Wardle, Irving 
(1929-)"" (Critic) - author","True","['recppglJEhvnCaMLi']","['recxrGODZ06npUEsl']","Critic"
"","[apdp.news.000141] ""Euba, Femi 
(1941-)"" (Artist)","","['recWQNkdVW2px2CN2']","['recGP3WMsqYQCZoOg']","Artist"
"","[apdp.news.000141] ""Fugard, Athol 
(1932-)"" (Writer)","","['recRNJMvo8K6rMYBY']","['recGP3WMsqYQCZoOg']","Writer"
"","[apdp.news.000141] ""Mokae, Zakes Makgona 
(1934-2009)"" (Artist)","","['recFpP1K9CXSfX930']","['recGP3WMsqYQCZoOg']","Artist"
"","[apdp.news.000141] ""N'wanzoke, Rosetta 
(-)"" (Writer)","","['recgxezQY36ee9Unx']","['recGP3WMsqYQCZoOg']","Writer"
"","[apdp.news.000141] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recGP3WMsqYQCZoOg']","Poet"
"","[apdp.news.000141] ""White, Michael 
(-)"" (Civilian)","","['recuGmOd6knCgE62A']","['recGP3WMsqYQCZoOg']","Civilian"
"","[apdp.news.000142] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recQIvZRJ1xtwBBtm']","Poet"
"","[apdp.news.000143] ""Couzyn, Jeni 
(1942-)"" (Poet)","","['reczJCspFdg3hHW9B']","['recQeXn0JDx4CpxAG']","Poet"
"","[apdp.news.000144] ""Adeyi, Adebiyi 
(-)"" (Politician)","","['recoUiz0jlkVDXOb1']","['receeTDEHoERkn5AE']","Politician"
"","[apdp.news.000144] ""Akintola, Samuel 
(1910-1966)"" (Politician)","","['recbpa8bqhQzwppEY']","['receeTDEHoERkn5AE']","Politician"
"","[apdp.news.000144] ""Akran, Claude 
(-)"" (Politician)","","['recBjda3mglvqmNeR']","['receeTDEHoERkn5AE']","Politician"
"","[apdp.news.000144] ""Fani-Kayode, Remi 
(1921-1995)"" (Politician)","","['recCqUqF8OjmU4MnN']","['receeTDEHoERkn5AE']","Politician"
"","[apdp.news.000144] ""Olowofoyeku, Babatunji 
(1917-2003)"" (Politician)","","['recw4CreojVI1JXrI']","['receeTDEHoERkn5AE']","Politician"
"","[apdp.news.000144] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['receeTDEHoERkn5AE']","Poet"
"","[apdp.news.000145] ""Aguiyi-Ironsi, Johnson 
(1924-1966)"" (Politician)","","['rec0RMACVvz2ebMNf']","['recL6ui98Gg7a7SCy']","Politician"
"","[apdp.news.000145] ""Awolowo, Obafemi 
(1909-1987)"" (Politician)","","['recsjOqe25o0tu7Kq']","['recL6ui98Gg7a7SCy']","Politician"
"","[apdp.news.000145] ""Collings, Rex 
(1925-1996)"" (Reporter)","","['recPvbfEXCo1KtUVG']","['recL6ui98Gg7a7SCy']","Reporter"
"","[apdp.news.000145] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recL6ui98Gg7a7SCy']","Poet"
"","[apdp.news.000146] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recJCIUErhKZlCT6g']","Mentioned Poet"
"","[apdp.news.000146] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recJCIUErhKZlCT6g']","Poet"
"","[apdp.news.000147] ""Clare, John 
(1793-1864)"" (Reporter)","","['recmNkoTxGH9UBD9s']","['recAjk6I8N3kY7mvF']","Reporter"
"","[apdp.news.000147] ""Ojukwu, C. Odumegwu 
(1933-2011)"" (Politician)","","['recOYYKBTvtNEciSh']","['recAjk6I8N3kY7mvF']","Politician"
"","[apdp.news.000147] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recAjk6I8N3kY7mvF']","Poet"
"","[apdp.news.000148] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec8fGtKwAaCWSYIm']","Poet"
"","[apdp.news.000148] ""Stoppard, Tom 
(1937-)"" (Writer)","","['rec63qK1F4TjCWJkm']","['rec8fGtKwAaCWSYIm']","Writer"
"","[apdp.news.000149] ""Babel, Isaac 
(1894-1940)"" (Writer)","","['recd4iigsQBoLJeJY']","['recQGzFGGvi0szAm7']","Writer"
"","[apdp.news.000149] ""Bond, Edward 
(1934-)"" (Writer)","","['recbwUbxQcq6h2sJu']","['recQGzFGGvi0szAm7']","Writer"
"","[apdp.news.000149] ""Gill, Peter 
(1939-)"" (Artist)","","['recWAq47HI49vEQAe']","['recQGzFGGvi0szAm7']","Artist"
"","[apdp.news.000149] ""Guinness, Alec 
(1914-2000)"" (Artist)","","['rec79mjysY2ulGA95']","['recQGzFGGvi0szAm7']","Artist"
"","[apdp.news.000149] ""Howell, Jane 
(-)"" (Artist)","","['rec7VpOo2UGHNU5Oz']","['recQGzFGGvi0szAm7']","Artist"
"","[apdp.news.000149] ""O'Donovan, Desmond 
(1933-2010)"" (Artist)","","['recwYTHr0Z62QRTef']","['recQGzFGGvi0szAm7']","Artist"
"","[apdp.news.000149] ""Osborne, John 
(1929-1994)"" (Writer)","","['recKUiHG9cZulc5fL']","['recQGzFGGvi0szAm7']","Writer"
"","[apdp.news.000149] ""Otway, Thomas 
(1652-1658)"" (Writer)","","['recASU7gxV4C7uzbX']","['recQGzFGGvi0szAm7']","Writer"
"","[apdp.news.000149] ""Signoret, Simone 
(1921-1985)"" (Artist)","","['recdtBZLmLGtSswXg']","['recQGzFGGvi0szAm7']","Artist"
"","[apdp.news.000149] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recQGzFGGvi0szAm7']","Poet"
"","[apdp.news.000150] ""Awolowo, Obafemi 
(1909-1987)"" (Politician)","","['recsjOqe25o0tu7Kq']","['recgjdI9yhNYJ0U8z']","Politician"
"","[apdp.news.000150] ""Collings, Rex 
(1925-1996)"" (Reporter)","","['recPvbfEXCo1KtUVG']","['recgjdI9yhNYJ0U8z']","Reporter"
"","[apdp.news.000150] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recgjdI9yhNYJ0U8z']","Poet"
"","[apdp.news.000151] ""Cory, George Edward  'G. E.' 
(1862-1935)"" (Academic)","","['rec3bg3CYj67PFsAL']","['recwm8Hc1e9H9Zt8C']","Academic"
"","[apdp.news.000151] ""Pringle, Thomas 
(1780-1834)"" (Poet)","","['recjcqo5Xbuadsw29']","['recwm8Hc1e9H9Zt8C']","Poet"
"","[apdp.news.000151] ""Williams, Basil 
(-)"" (Critic) - author","True","['recGwwpAgrnGvhEG4']","['recwm8Hc1e9H9Zt8C']","Critic"
"","[apdp.news.000153] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recoqGeFOattbRXZx']","Poet"
"","[apdp.news.000153] ""Agualusa, José Eduardo 
(1960-)"" (Writer)","","['recMeIiO8aE6LfHmn']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recoqGeFOattbRXZx']","Poet"
"","[apdp.news.000153] ""Chekhov, Anton 
(1860-1904)"" (Writer)","","['recTIur7SWqw9Udb1']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Couto, António Emílio Leite 'Mia' 
(1955-)"" (Writer)","","['recpBZAd7n0hfg0pz']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Dickens, Charles 
(1812-1870)"" (Writer)","","['recr9DZwtKehRDQT5']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Eliot, Thomas Stearns 'T. S.' 
(1888-1965)"" (Mentioned Poet)","","['recx4toxfq1chRr5W']","['recoqGeFOattbRXZx']","Mentioned Poet"
"","[apdp.news.000153] ""Gurnah, Abdulrazak 
(1948-)"" (Writer)","","['recSGW9yMNFl4gPyk']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Isegawa, Moses 'Sey Wava' 
(1963-)"" (Writer)","","['recRs6DJbnXZ2mifw']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Jamba, Sousa 
(1966-)"" (Critic) - author","True","['recUogLl4zqNgR22o']","['recoqGeFOattbRXZx']","Critic"
"","[apdp.news.000153] ""Larson, Charles R. 
(1936-2014)"" (Writer)","","['recqShZMmQlfvsRjc']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Lindfors, Bernth 
(-)"" (Writer)","","['reckzv0HbWMCxLsIf']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","['recoqGeFOattbRXZx']","Poet"
"","[apdp.news.000153] ""Maupassant, Guy de 
(1850-1893)"" (Writer)","","['recFv53wglSi8G2Bs']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Naipaul, V. S. 
(1932-2018)"" (Writer)","","['recftR57TlJLZMFOx']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Nazareth, Peter 
(1940-)"" (Writer)","","['recP4jyvCiE0AtoNV']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Ndebele, Njabulo 
(1948-)"" (Writer)","","['recrlQPLPqlLHPAcx']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Neruda, Pablo 
(1904-1973)"" (Mentioned Poet)","","['recGqihjrO0xmbSSU']","['recoqGeFOattbRXZx']","Mentioned Poet"
"","[apdp.news.000153] ""Omotoso, Kole 
(1943-)"" (Writer)","","['recSOcqB6U5eQmLVn']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recoqGeFOattbRXZx']","Poet"
"","[apdp.news.000153] ""Rubadiri, David 
(1930-2018)"" (Writer)","","['recyyXwkRyVnaP83W']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Saro-Wiwa, Ken 
(1941-1995)"" (Poet)","","['recmFLKhxO7oJeQEe']","['recoqGeFOattbRXZx']","Poet"
"","[apdp.news.000153] ""Theroux, Paul 
(1941-)"" (Writer)","","['recFbVNBqrHXtsBjz']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Vera, Yvonne 
(1964-2005)"" (Writer)","","['rec9226rOuIKMsJr2']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""wa Thiong'o, Ngugi 'James' 
(1938-)"" (Writer)","","['rec37zp2sfvgsuWjX']","['recoqGeFOattbRXZx']","Writer"
"","[apdp.news.000153] ""Wordsworth, William 
(1770-1850)"" (Mentioned Poet)","","['recuGjjGW9YoLm1AU']","['recoqGeFOattbRXZx']","Mentioned Poet"
"","[apdp.news.000154] ""Breytenbach, Breyten 
(1939-)"" (Poet)","","['recIGSwI3zYEGJaaM']","['recvTJQBS7RxLMzD8']","Poet"
"","[apdp.news.000154] ""Bush, George H. W.  
(1924-2018)"" (Politician)","","['recbXtuhO5IRgiX1U']","['recvTJQBS7RxLMzD8']","Politician"
"","[apdp.news.000154] ""Coker, Christopher 
(-)"" (Critic) - author","True","['recqQkAzRep8UeNe6']","['recvTJQBS7RxLMzD8']","Critic"
"","[apdp.news.000154] ""Dawkins, Richard 
(1941-)"" (Academic)","","['recI3YPVj0ebcG4bC']","['recvTJQBS7RxLMzD8']","Academic"
"","[apdp.news.000154] ""Engels, Friedrich 
(1820-1895)"" (Writer)","","['receOc6DVOlxjD4Fe']","['recvTJQBS7RxLMzD8']","Writer"
"","[apdp.news.000154] ""Hussein, Saddam 
(1937-2006)"" (Politician)","","['recLjE1nwiPd45egu']","['recvTJQBS7RxLMzD8']","Politician"
"","[apdp.news.000154] ""Marx, Karl 
(1818-1883)"" (Writer)","","['recORxviS96hIfUCE']","['recvTJQBS7RxLMzD8']","Writer"
"","[apdp.news.000154] ""Obama, Barack 
(1961-)"" (Politician)","","['rechofUxKs7wOFTMZ']","['recvTJQBS7RxLMzD8']","Politician"
"","[apdp.news.000154] ""Patten, Chris 
(1944-)"" (Politician)","","['recaTZuyUUpQgkSOT']","['recvTJQBS7RxLMzD8']","Politician"
"","[apdp.news.000154] ""Ransome, Arthur 
(1884-1967)"" (Writer)","","['recRYWDa3vQ9K9hxW']","['recvTJQBS7RxLMzD8']","Writer"
"","[apdp.news.000154] ""Rumsfeld, Donald 
(1932-)"" (Politician)","","['recm9Gd9zf38ykYQp']","['recvTJQBS7RxLMzD8']","Politician"
"","[apdp.news.000154] ""Steyn, Mark 
(1959-)"" (Writer)","","['recX9HhJJFEuZ8xGD']","['recvTJQBS7RxLMzD8']","Writer"
"","[apdp.news.000155] ""Hastings, Beatrice 
(1879-1943)"" (Poet)","","['recnDRo279dqqGP20']","['recPXo92rJ96PkNxM']","Poet"
"","[apdp.news.000156] ""Allen, Alf 
(-)"" (Civilian)","","['rec9mom0zmDZfnfVN']","['recg64QEGxHSkzvSZ']","Civilian"
"","[apdp.news.000156] ""Basnett, David 
(1924-1989)"" (Politician)","","['recwHmKoSUHmbfPK3']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Callaghan, Leonard James 'Jim Callaghan' 
(1912-2005)"" (Politician)","","['recOvTTeJ2PsBS9Js']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recg64QEGxHSkzvSZ']","Poet"
"","[apdp.news.000156] ""Duffy, Terry 
(-)"" (Civilian)","","['recsd9lzai0ADJNjy']","['recg64QEGxHSkzvSZ']","Civilian"
"","[apdp.news.000156] ""Evans, Arthur Mostyn 'Moss' 
(1925-2002)"" (Politician)","","['recrMHwMCoQP4maIf']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Healey, Denis 
(1917-2015)"" (Politician)","","['recD5MrihPdZYkVTl']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Jones, Jack 
(1913-2009)"" (Politician)","","['recblu5N8DS2bTI3B']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Murray, Len 
(1922-2004)"" (Politician)","","['recAptXbXPhscTSex']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Peart, Fred 
(1914-1988)"" (Politician)","","['recITq8503b1l1ELS']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Rees, Merlyn 
(1920-2006)"" (Politician)","","['reckddctUfxwu9Va1']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Scanlon, Hugh 
(1913-2004)"" (Politician)","","['recMm2Y1QjtCdWl4t']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Shore, Peter 
(1924-2001)"" (Politician)","","['rec2UmBa9uQnInRyf']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Stowe, Kenneth 
(1927-2015)"" (Civilian)","","['recDDpMTekmHO9Yjq']","['recg64QEGxHSkzvSZ']","Civilian"
"","[apdp.news.000156] ""Varley, Eric 
(1932-2008)"" (Politician)","","['recfZkPxs0fvmzWBo']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000156] ""Williams, Shirley 
(1930-)"" (Politician)","","['recDL9QMO5QnF0Kgt']","['recg64QEGxHSkzvSZ']","Politician"
"","[apdp.news.000157] ""Al-Unhari, Abdullah 
(-)"" (Mentioned Poet)","","['rec2JwpKKdhrSyKhB']","['recyiOYSKD1ns6Z1f']","Mentioned Poet"
"","[apdp.news.000157] ""Bastos, Augusto Roa 
(1917-2005)"" (Writer)","","['rec7dKnqo6HWN8K4f']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recyiOYSKD1ns6Z1f']","Poet"
"","[apdp.news.000157] ""Emecheta, Buchi 
(1944-2017)"" (Writer)","","['recMe6Fg11iEDItZk']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Farah, Nuruddin 
(1945-)"" (Writer)","","['rec4nIfxtwAORhRIn']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Farhi, Musa Moris 
(1935-2019)"" (Writer)","","['recnBhOe8niwXYsaT']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Fassih, Esmail 
(1935-2009)"" (Writer)","","['recQWOLe1MBlcqFsV']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Graham-Yooll, Andrew 
(1944-2019)"" (Writer)","","['reccd5fpKbJa5YgoC']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Lim, Shirley 
(-)"" (Writer)","","['recE6pjL3R5b9Ev0B']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Ngcobo, Lauretta 
(1931-2015)"" (Writer)","","['recadtLJpZ7UmXMXd']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Palijo, Rasul Bakhsh 
(1930-2018)"" (Writer)","","['recyt8mKkvVgZbqLe']","['recyiOYSKD1ns6Z1f']","Writer"
"","[apdp.news.000157] ""Sage, Lorna 
(1943-2001)"" (Critic) - author","True","['recfINLxUmlBpYmvB']","['recyiOYSKD1ns6Z1f']","Critic"
"","[apdp.news.000158] ""Dogbé, Yves-Emmanuel 
(1939-2004)"" (Writer)","","['rec6KcVqCvXI8GfzQ']","['receIXs0awMA1CJQR']","Writer"
