"airtableID","Primary Field","Author","[person]","[works]","Name [Role]"
"","[apdp.work.000159] ""Etherton, Michael 
(-)"" (Author) - author","True","['reclGB4dyBpNBrwTs']","['reci3ztKd1PygY6or']","Author"
"","[apdp.work.000529] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['receZFF4lrnTrACa8']","Poet"
"","[apdp.work.000680] ""Clouts, Sydney 
(1926-1982)"" (Poet) - author","True","['rec4PSLJqOJn0gY2R']","['rechHcyPNcDJ3gviF']","Poet"
"","[apdp.work.000408] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recivkLgfUhOBvDQh']","Poet"
"","[apdp.work.000721] ""Blum, Peter 
(1925-1990)"" (Poet) - author","True","['recbOU2C0aStT22I5']","['recWYefGsOhPwfLXO']","Poet"
"","[apdp.work.000060] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recfLPp0lHroPdFgx']","Poet"
"","[apdp.work.000023] ""Campbell, Roy 
(1901-1957)"" (Poet) - author","True","['recZCHkAMEtH7xn9G']","['recqJOMkCkdpBPlTz']","Poet"
"","[apdp.work.000300] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['reckoV9wGPpLuq7ou']","Mentioned Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000498] ""MacNab, Roy 
(1923-2004)"" (Poet) - author","True","['recyTF3ighE5lXHsa']","['rect5PhkhfcTTQUdF']","Poet"
"","[apdp.work.000136] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['recqF9ojn3PgfKrYm']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000211] ""Karibo, Minji 
(-)"" (Poet)","","['recF8QPJ15W1rJUCC']","['recYHKBu9Hw78ZcYU']","Poet"
"","[apdp.work.000375] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recSWPGUjKtXUD11f']","Poet"
"","[apdp.work.000382] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet)","","['reczY4HgBRDaqL1fV']","['recmkFNFuVi9RjsI3']","Poet"
"","[apdp.work.000615] ""Echeruo, Michael J. C. 
(1937-)"" (Poet) - author","True","['recZoWYIG4TUSm4dg']","['rec4QmYLPvCLdAVIX']","Poet"
"","[apdp.work.000178] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recU5CfCtkhlFljXz']","Poet"
"","[apdp.work.000101] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['rechYpanwEt5jRnmf']","Poet"
"","[]  ()","","","",""
"","[apdp.work.000523] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet) - author","True","['rec7C07UyBGMs8tw8']","['rec4kAFsXrjgN6H9f']","Poet"
"","[apdp.work.000608] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['reca8sNaSA780AkL7']","Poet"
"","[apdp.work.000371] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recfDUvdb8Pa4ouRo']","Poet"
"","[apdp.work.000260] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['reck4GQRU8CrMLlrw']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000333] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['reckUO6J34I5jDbDz']","Poet"
"","[apdp.work.000380] ""Pringle, Thomas 
(1780-1834)"" (Poet) - author","True","['recjcqo5Xbuadsw29']","['recQLsE3b8ZpK7zMK']","Poet"
"","[apdp.work.000361] ""Rabemananjara, Jacques 
(1913-2005)"" (Poet) - author","True","['rec5FVXJsCsQo4ZI6']","['recTbjjfI1bmJFs4y']","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000418] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recHscP2ZSEN18C33']","Poet"
"","[apdp.work.000452] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['recZygzzGgKYGTCZI']","Mentioned Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000135] ""Marechera, Dambudzo 
(1952-1987)"" (Poet)","","['rec27lGFoJpJNTgpi']","['reccvVQUrbUGgoonH']","Poet"
"","[apdp.work.000595] ""Fugard, Sheila Meiring 
(1932-)"" (Poet) - author","True","['recri8nQBWiBukd4s']","['recnCwPihdgoLxm66']","Poet"
"","[apdp.work.000073] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recKBuv2UZWepbbLA']","Poet"
"","[] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","","Poet"
"","[apdp.work.000291] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['recy6dTTNE0xkunv3']","Mentioned Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000184] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recFkQMELanS2ps6M']","Poet"
"","[apdp.work.000201] ""Fugard, Sheila Meiring 
(1932-)"" (Poet) - author","True","['recri8nQBWiBukd4s']","['recmkZFyGMIkb3Opw']","Poet"
"","[apdp.work.000367] ""Rabemananjara, Jacques 
(1913-2005)"" (Poet) - author","True","['rec5FVXJsCsQo4ZI6']","['recIU5DrTZkiZQyjP']","Poet"
"","[apdp.work.000451] ""Okara, Gabriel 
(1921-2019)"" (Poet) - author","True","['recUiPx4caoRhWvaM']","['recJFgKyBdTv0XZbb']","Poet"
"","[apdp.work.000679] ""Couzyn, Jeni 
(1942-)"" (Poet) - author","True","['reczJCspFdg3hHW9B']","['recHqtadPgKmkUktO']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000578] ""Haresnape, Geoffrey 
(1939-)"" (Poet) - author","True","['recX8RB530gqZ4KJi']","['recMgg5KCSUhmPlcP']","Poet"
"","[apdp.work.000697] ""Campbell, Roy 
(1901-1957)"" (Mentioned Poet) - author","True","['recZCHkAMEtH7xn9G']","['recRwKxLYUgQ4hvXr']","Mentioned Poet"
"","[apdp.work.000009] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet)","","['reczY4HgBRDaqL1fV']","['recyHEioOirWBxQG9']","Poet"
"","[apdp.work.000291] ""Breytenbach, Breyten 
(1939-)"" (Mentioned Poet)","","['recIGSwI3zYEGJaaM']","['recy6dTTNE0xkunv3']","Mentioned Poet"
"","[apdp.work.000298] ""Modisane, William 'Bloke' 
(1923-1986)"" (Mentioned Poet)","","['recWUkXNwQfeBxTpq']","['recnxknYQdv7lGncN']","Mentioned Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000021] ""Kromberg, Steve 
(-)"" (Editor)","","['recdY0TyHvruoLd4s']","['recFmlncunUmXhXHm']","Editor"
"","[apdp.work.000616] ""Driver, Charles Jonathan 'Jonty' 
(1939-)"" (Poet) - author","True","['recOcLoIZSFwMOqfm']","['recSh2mYit9Lkb4kT']","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[apdp.work.000702] ""Butler, Guy 
(1918-2001)"" (Poet)","","['recjKvU9JG4GftnEK']","['reckgRkbN1P5BEWsq']","Poet"
"","[]  (Poet)","","","","Poet"
"","[apdp.work.000712] ""Campbell, Roy 
(1901-1957)"" (Mentioned Poet)","","['recZCHkAMEtH7xn9G']","['recNSYFn34xDH9wR2']","Mentioned Poet"
"","[apdp.work.000034] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet)","","['rec7C07UyBGMs8tw8']","['recrFMkL8zh6Vn5zq']","Poet"
"","[apdp.work.000176] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet) - author","True","['recmyildMjXhoC72X']","['recz5l3sLsvNQukkq']","Poet"
"","[apdp.work.000294] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['recXtnx1sOCxrvfSb']","Poet"
"","[apdp.work.000282] ""van den Heever, Toon 
(1894-1956)"" (Poet) - author","True","['recbI0AQPkpfOIg5T']","['reclNdsTse8SDDicD']","Poet"
"","[apdp.work.000069] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Poet)","","['rece7yBr1DgEhfXdR']","['recT86r4N3mhJBuoN']","Poet"
"","[apdp.work.000011] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recmPC4wVKVhMEmux']","Poet"
"","[apdp.work.000463] ""Ofeimun, Odia 
(1950-)"" (Poet) - author","True","['recP34XkRR1kXmqdp']","['rec2has9a29mTqxVS']","Poet"
"","[apdp.work.000719] ""Bolamba, Antoine-Roger 
(1913-2002)"" (Poet) - author","True","['reclp44nPFpENyXsk']","['recijCvNMszRdL2WW']","Poet"
"","[apdp.work.000650] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recK9q03vCQlnYeVP']","Poet"
"","[apdp.work.000212] ""Diop, Birago 
(1906-1989)"" (Poet)","","['reckfQPSei4IyFMAs']","['recuNwBllwMz1OOIf']","Poet"
"","[apdp.work.000343] ""Saro-Wiwa, Ken 
(1941-1995)"" (Mentioned Poet)","","['recmFLKhxO7oJeQEe']","['recMvhGj0WKbbXI4p']","Mentioned Poet"
"","[apdp.work.000468] ""Nortje, Arthur 
(1942-1970)"" (Poet) - author","True","['recN80tQNHxdhyGvr']","['recdTldlf7wW3u58Q']","Poet"
"","[apdp.work.000464] ""Ofeimun, Odia 
(1950-)"" (Poet) - author","True","['recP34XkRR1kXmqdp']","['rec7rnQBxyTH33s5C']","Poet"
"","[apdp.work.000711] ""Breytenbach, Breyten 
(1939-)"" (Poet) - author","True","['recIGSwI3zYEGJaaM']","['recyYr5JtnPyRjomt']","Poet"
"","[apdp.work.000111] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['recx0owytHyYUQCCM']","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000075] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000427] ""Peters, Lenrie 
(1932-2009)"" (Poet) - author","True","['reccvo8NMj2CiOdaP']","['recFBEUkEHn3J6aM1']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000075] ""Ranaivo, Flavien 
(1914-1999)"" (Mentioned Poet)","","['recqO0dQd4f6mHqqS']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000215] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recQChcNN1exgEA1o']","Poet"
"","[apdp.work.000630] ""Davis, Philip Rufus 
(-)"" (Author)","","['recZRGFsEJBzKofvM']","['recPxfFVCL7XGsPmM']","Author"
"","[apdp.work.000359] ""Rabemananjara, Jacques 
(1913-2005)"" (Poet) - author","True","['rec5FVXJsCsQo4ZI6']","['recfiRSJyw5XBjjvx']","Poet"
"","[apdp.work.000318] ""Slater, Francis Carey 'F. C.' 
(1876-1958)"" (Poet) - author","True","['recA1aXEUqGwSRQhI']","['rec7ka8Up1uUPdPby']","Poet"
"","[apdp.work.000580] ""Haresnape, Geoffrey 
(1939-)"" (Poet) - author","True","['recX8RB530gqZ4KJi']","['rec9pgkWssnLEab2i']","Poet"
"","[apdp.work.000129] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['rech66EnGd2iEqIJv']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000169] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['rec6nDaxtxBMmA86D']","Mentioned Poet"
"","[apdp.work.000055] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","['reccIKH41ee2m5fZ9']","Poet"
"","[apdp.work.000179] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['recVh4YP9T2xZvxyK']","Poet"
"","[apdp.work.000183] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000442] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Mentioned Poet)","","['recrkX4daZNLsq0cZ']","['rec7TLoaT4qt5rJId']","Mentioned Poet"
"","[apdp.work.000075] ""Lumumba, Patrice Hemery 
(1925-1961)"" (Mentioned Poet)","","['rece7yBr1DgEhfXdR']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000386] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet) - author","True","['reczY4HgBRDaqL1fV']","['recNN5j3CN2UQyg6Q']","Poet"
"","[apdp.work.000211] ""Diop, Birago 
(1906-1989)"" (Poet)","","['reckfQPSei4IyFMAs']","['recYHKBu9Hw78ZcYU']","Poet"
"","[apdp.work.000212] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet)","","['rec11TfWLtdgg0lSe']","['recuNwBllwMz1OOIf']","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","","Mentioned Poet"
"","[apdp.work.000542] ""Krog, Antjie 
(1952-)"" (Poet) - author","True","['rectR28bCv8ff49mc']","['recGyM5qvHUZqeLq4']","Poet"
"","[apdp.work.000182] ""Peters, Lenrie 
(1932-2009)"" (Poet)","","['reccvo8NMj2CiOdaP']","['recozVmiDdj9XhIlA']","Poet"
"","[apdp.work.000263] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['recWajhmWNJd9K2Tf']","Poet"
"","[apdp.work.000182] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recozVmiDdj9XhIlA']","Poet"
"","[apdp.work.000129] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rech66EnGd2iEqIJv']","Poet"
"","[apdp.work.000378] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recGmie4eBsCeOWmH']","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000678] ""Couzyn, Jeni 
(1942-)"" (Poet) - author","True","['reczJCspFdg3hHW9B']","['recDVest8Q2X80DUd']","Poet"
"","[apdp.work.000183] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","['recze9y4kZiR7Vjbr']","Poet"
"","[apdp.work.000633] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recNGVFdNL4wtwbYE']","Poet"
"","[apdp.work.000339] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet) - author","True","['recBdxaNWIHd4zhkg']","['recz0QMk4Y24WhERb']","Poet"
"","[] ""Brutus, Dennis Vincent 
(1924-2009)"" (Poet)","","['recaLBDKPomp4cstB']","","Poet"
"","[apdp.work.000182] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['recozVmiDdj9XhIlA']","Poet"
"","[apdp.work.000075] ""Diop, David Mandessi 
(1927-1960)"" (Mentioned Poet)","","['recK4TZnSTzzUQFzj']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000623] ""Diakhate, Lamine 
(1928-1987)"" (Poet) - author","True","['recce49CVohdYLw2s']","['rec5ed9DQzMmwPaLS']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000106] ""Vine Hall, Arthur 
(1862-1957)"" (Poet) - author","True","['recWYlosZE0Fn4mLZ']","['rectIldEtxe4csZ6x']","Poet"
"","[apdp.work.000009] ""Campbell, Roy 
(1901-1957)"" (Poet)","","['recZCHkAMEtH7xn9G']","['recyHEioOirWBxQG9']","Poet"
"","[apdp.work.000254] ""Vanwyk Louw, Nicholaas Petrus 
(1906-1970)"" (Poet) - author","True","['recTaUK751BGeaobm']","['recfX537wI3IR7EM5']","Poet"
"","[apdp.work.000296] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet) - author","True","['recrkX4daZNLsq0cZ']","['recrU9QXaFz8qEgWf']","Poet"
"","[] ""Okara, Gabriel 
(1921-2019)"" (Poet)","","['recUiPx4caoRhWvaM']","","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000234] ""Wright, David 
(1920-1994)"" (Poet) - author","True","['recX3e6HGV46vJgzl']","['recghS3GYeMUS6MoG']","Poet"
"","[apdp.work.000090] ""Clark, John Pepper 'J. P.' 
(1935-)"" (Poet)","","['recmyildMjXhoC72X']","['recMgRCPWroEil3Qn']","Poet"
"","[apdp.work.000550] ""Kipling, Rudyard 
(1865-1936)"" (Poet) - author","True","['reczzEEtGIZ7fG1l5']","['recegwCBRPr0REB68']","Poet"
"","[apdp.work.000525] ""Kunene, Mazisi 'Raymond' 
(1930-2006)"" (Poet) - author","True","['rec7C07UyBGMs8tw8']","['reclxrPqBU0QFufip']","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000548] ""Krige, Uys 
(1910-1987)"" (Poet) - author","True","['recuORZit1m0m3GHg']","['recK8TcrAjcUz5s5u']","Poet"
"","[apdp.work.000216] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['recgPT6pJHvobt6Td']","Poet"
"","[apdp.work.000610] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['recrC74EWEB4QU2cH']","Poet"
"","[apdp.work.000645] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recBbSkLIm01bdpW3']","Poet"
"","[apdp.work.000344] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Mentioned Poet)","","['recOo2kpeQuQEciaC']","['recG2E3tvYeD7wrww']","Mentioned Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000414] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recXSKmolGdQvbbtd']","Poet"
"","[apdp.work.000217] ""Soyinka , Wole 'Akinwande Oluwole Babatunde' 
(1934-)"" (Poet)","","['recrkX4daZNLsq0cZ']","['rec8Bos1lCqjN6tMq']","Poet"
"","[apdp.work.000395] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recPQS35jq778YKOk']","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000133] ""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor' 
(1935-2013)"" (Poet)","","['recw6xteDA4loPFr8']","['rec4R965kRDt6mDHO']","Poet"
"","[apdp.work.000285] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet) - author","True","['recPxmrXdENsL9H4t']","['recQMvE8xJQQFzyZO']","Poet"
"","[apdp.work.000373] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recgFTw6HLOEYxNeC']","Poet"
"","[apdp.work.000138] ""P'Bitek, Okot 
(1931-1982)"" (Poet)","","['recHO9AeFrAOe1QdE']","['recCHzSd4Jxt7Jz09']","Poet"
"","[apdp.work.000370] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['receUiheAwxS1n5zV']","Poet"
"","[] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","","Poet"
"","[apdp.work.000374] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recRVX1nrKLyoWYvD']","Poet"
"","[apdp.work.000129] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","['rech66EnGd2iEqIJv']","Poet"
"","[apdp.work.000075] ""Rive, Richard 
(1931-1989)"" (Mentioned Poet)","","['rec7pcqq0K5J5hgiJ']","['recUwHsIIYIuqh6qr']","Mentioned Poet"
"","[apdp.work.000364] ""Rabemananjara, Jacques 
(1913-2005)"" (Poet) - author","True","['rec5FVXJsCsQo4ZI6']","['recnNTQLOvK6TalpN']","Poet"
"","[apdp.work.000440] ""Okigbo, Christopher 
(1932-1967)"" (Poet) - author","True","['recBvLFtelOVzL0YK']","['rectzztv7P0j2Gbat']","Poet"
"","[apdp.work.000287] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet) - author","True","['recPxmrXdENsL9H4t']","['rec77Et8Ybp8UA4kp']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000442] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['rec7TLoaT4qt5rJId']","Mentioned Poet"
"","[apdp.work.000573] ""Hope, Christopher 
(1944-)"" (Poet) - author","True","['recRT3BRC72sBNfZo']","['recqinpKisVQYd5ch']","Poet"
"","[] ""Liyong, Taban Lo 
(1939-)"" (Poet)","","['recGE7Fcz5oCLV3Qn']","","Poet"
"","[apdp.work.000553] ""Kipling, Rudyard 
(1865-1936)"" (Poet) - author","True","['reczzEEtGIZ7fG1l5']","['recOR3NHH5lvUw2pF']","Poet"
"","[apdp.work.000129] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","['rech66EnGd2iEqIJv']","Poet"
"","[apdp.work.000730] ""Allhusen, Beatrice 
(-)"" (Author)","","['rec1Tx2Lc0ighEq1E']","['rec3Pkpc87OALiRrI']","Author"
"","[apdp.work.000624] ""Diakhate, Lamine 
(1928-1987)"" (Poet) - author","True","['recce49CVohdYLw2s']","['recBM75RLGSZumran']","Poet"
"","[] ""Senghor, Léopold Sédar 
(1906-2001)"" (Poet)","","['recBdxaNWIHd4zhkg']","","Poet"
"","[apdp.work.000646] ""Dadié, Bernard Binlin 
(1916-2019)"" (Poet) - author","True","['rec11TfWLtdgg0lSe']","['recDx2Zhk2MZ4G82P']","Poet"
"","[apdp.work.000601] ""Eybers, Elisabeth Françoise 
(1915-2007)"" (Poet) - author","True","['recILPJVJuPdNhbGD']","['recRivVCwAUGTs7xs']","Poet"
"","[] ""U Tam'si, Tchicaya 
(1931-1988)"" (Poet)","","['recPxmrXdENsL9H4t']","","Poet"
"","[apdp.work.000403] ""Pretorius, S. J. 'Sarel Jacob' 
(1917-1995)"" (Poet) - author","True","['recLJKB5F9CohOTgc']","['recs6btk92askJyY9']","Poet"
"","[] ""Okigbo, Christopher 
(1932-1967)"" (Poet)","","['recBvLFtelOVzL0YK']","","Poet"
"","[apdp.work.000323] ""Serote, Mongane Wally 
(1944-)"" (Poet) - author","True","['recADnJms1RS8ueJD']","['rec8aNIMGqhrJLjZr']","Poet"
"","[apdp.work.000271] ""van Heerden, Ernst 
(1916-1997)"" (Poet) - author","True","['recu43DbrUayW9AhJ']","['rec9rMGAm5LMjw8n7']","Poet"
"","[apdp.work.000303] ""Okara, Gabriel 
(1921-2019)"" (Mentioned Poet)","","['recUiPx4caoRhWvaM']","['rec0NbDjgZEhh6I0y']","Mentioned Poet"
"","[apdp.work.000217] ""Achebe, Chinua 'Albert Chinualumogu' 
(1930-2013)"" (Poet)","","['recOo2kpeQuQEciaC']","['rec8Bos1lCqjN6tMq']","Poet"
"","[apdp.work.000058] ""Rabearivelo, Jean-Joseph 
(1901-1937)"" (Poet) - author","True","['recS6VRZbkRMZ4Apa']","['recGGk6tBnVJj9XU6']","Poet"
"","[] ""Rive, Richard 
(1931-1989)"" (Poet)","","['rec7pcqq0K5J5hgiJ']","","Poet"
"","[apdp.work.000412] ""Plomer, William 
(1903-1973)"" (Poet) - author","True","['rechXmQTzrc8eiWTu']","['recMz3EGPCsNzVtpk']","Poet"
"","[apdp.work.000501] ""Liyong, Taban Lo 
(1939-)"" (Poet) - author","True","['recGE7Fcz5oCLV3Qn']","['recv7l7muu31WPbX9']","Poet"
"","[apdp.work.000444] ""Okigbo, Christopher 
(1932-1967)"" (Mentioned Poet)","","['recBvLFtelOVzL0YK']","['recmbPVzLWSYWaEos']","Mentioned Poet"
"","[apdp.work.000184] ""Delius, Anthony 'Ronald St. Martin' 
(1916-1989)"" (Poet)","","['recbF6fKg6E5WaoqP']","['recFkQMELanS2ps6M']","Poet"
"","[apdp.work.000255] ""Vanwyk Louw, Nicholaas Petrus 
(1906-1970)"" (Poet) - author","True","['recTaUK751BGeaobm']","['recrluX2UFls6L4Y0']","Poet"
"","[apdp.work.000358] ""Ranaivo, Flavien 
(1914-1999)"" (Mentioned Poet)","","['recqO0dQd4f6mHqqS']","['recRBkiNDpeA2S2Ay']","Mentioned Poet"
"","[apdp.work.000387] ""Prince, Frank Templeton 'F. T.' 
(1912-2003)"" (Poet) - author","True","['reczY4HgBRDaqL1fV']","['recN34GzBodigLfVi']","Poet"
