"airtableID","Unique ID","Primary Field","Title","Work type","Year","publisher","spatial.country","spatial.city","Page no","Issue","Volume","Source link","[commentaries]","person","Complete","news_items","name-major-poet","person-author","topics-decade","commentaries_relation","References","site section"
"","apdp.work.000668","Africa: Verses (1939)","Africa: Verses","Single Author|Selected Works","1939","[""Oxford University Press""]","[""England""]","[""London""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1930","","",""
"","apdp.work.000669","Titania and Other Poems (1900)","Titania and Other Poems","Single Author|Selected Works","1900","[""E. Mathews""]","","","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1900","","",""
"","apdp.work.000670","Pilgrims Joy: Verses (1916)","Pilgrims Joy: Verses","Single Author|Selected Works","1916","[""B. H. Blackwell""]","[""England""]","[""Oxford""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1910","","",""
"","apdp.work.000671","Faerylands Forlorn: African Tales (1910)","Faerylands Forlorn: African Tales","Single Author|Selected Works","1910","[""B. H. Blackwell""]","[""England""]","[""Oxford""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1910","","",""
"","apdp.work.000672","Jonathan: A Song of David (1902)","Jonathan: A Song of David","Single Author|Full Length","1902","[""Kessinger Publishing, LLC""]","","","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1900","","",""
"","apdp.work.000673","The Two of Them Together (1910)","The Two of Them Together","Single Author|Selected Works","1910","[""A. R. Mowbray""]","[""England""]","[""London""]","","",""," - ","","""[Cripps, Arthur Shearly](apdp.person.itn.001279)|Poet;;;[Cripps, Arthur Shearly](apdp.person.itn.001279)|Work Author""","","","","[""Cripps, Arthur Shearly""]","1910","","",""
"","apdp.work.000674","Christmas in Africa (1975)","Christmas in Africa","Single Author|Selected Works","1975","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","['recStALw5iOujlVnj']","""[Couzyn, Jeni](apdp.person.itn.001091)|Poet;;;[Couzyn, Jeni](apdp.person.itn.001091)|Work Author""","","""[Heinemann (1975-11-14)](apdp.news.002088)""","","[""Couzyn, Jeni""]","1970","[""[Jeni Couzyn: Her Poetry and Motherhood](apdp.commentary.000012)""]","",""
"","apdp.work.000675","Time to Be Born (1999)","Time to Be Born","Single Author|Selected Works","1999","[""Fire Lizard""]","","","","",""," - ","","""[Couzyn, Jeni](apdp.person.itn.001091)|Poet;;;[Couzyn, Jeni](apdp.person.itn.001091)|Work Author""","","","","[""Couzyn, Jeni""]","1990","","",""
"","apdp.work.000676","In the Skin House (1993)","In the Skin House","Single Author|Selected Works","1993","[""Bloodaxe Books Ltd""]","","","","",""," - ","","""[Couzyn, Jeni](apdp.person.itn.001091)|Poet;;;[Couzyn, Jeni](apdp.person.itn.001091)|Work Author""","","","","[""Couzyn, Jeni""]","1990","","",""
"","apdp.work.000677","Monkeys' Wedding (1972)","Monkeys' Wedding","Single Author|Selected Works","1972","[""Jonathan Cape""]","[""England""]","[""London""]","","",""," - ","['recStALw5iOujlVnj']","""[Couzyn, Jeni](apdp.person.itn.001091)|Poet;;;[Couzyn, Jeni](apdp.person.itn.001091)|Work Author""","","""[Jonathan Cape (1972-10-13)](apdp.news.002083)""","","[""Couzyn, Jeni""]","1970","[""[Jeni Couzyn: Her Poetry and Motherhood](apdp.commentary.000012)""]","",""
"","apdp.work.000678","House of Changes (1978)","House of Changes","Single Author|Selected Works","1978","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","['recStALw5iOujlVnj']","""[Couzyn, Jeni](apdp.person.itn.001091)|Poet;;;[Couzyn, Jeni](apdp.person.itn.001091)|Work Author""","","""[Heinemann  (1978-10-13)](apdp.news.002089)""","","[""Couzyn, Jeni""]","1970","[""[Jeni Couzyn: Her Poetry and Motherhood](apdp.commentary.000012)""]","",""
"","apdp.work.000679","The Happiness Bird (1978)","The Happiness Bird","Single Author|Selected Works","1978","[""Sono Nis Press""]","","","","",""," - ","['recStALw5iOujlVnj']","""[Couzyn, Jeni](apdp.person.itn.001091)|Poet;;;[Couzyn, Jeni](apdp.person.itn.001091)|Work Author""","","","","[""Couzyn, Jeni""]","1970","[""[Jeni Couzyn: Her Poetry and Motherhood](apdp.commentary.000012)""]","",""
"","apdp.work.000680","Sydney Clouts: Collected Poems (1984)","Sydney Clouts: Collected Poems","Single Author|Collected Works","1984","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Clouts, Sydney](apdp.person.itn.000640)|Poet;;;[Clouts, Sydney](apdp.person.itn.000640)|Work Author""","","","","[""Clouts, Sydney""]","1980","","",""
"","apdp.work.000681","One Life (1966)","One Life","Single Author|Selected Works","1966","[""Purnell""]","[""England""]","[""London""]","","",""," - ","","""[Clouts, Sydney](apdp.person.itn.000640)|Poet;;;[Clouts, Sydney](apdp.person.itn.000640)|Work Author""","","","","[""Clouts, Sydney""]","1960","","",""
"","apdp.work.000682","State of the Union (as J.P. Clark Bekederemo) (1985)","State of the Union (as J.P. Clark Bekederemo)","Single Author|Selected Works","1985","[""Longmans""]","[""England""]","[""London""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1980","","",""
"","apdp.work.000683","A Reed in the Tide (1965)","A Reed in the Tide","Single Author|Selected Works","1965","[""Longmans, Green & Co. Ltd""]","[""England""]","[""London""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1960","","",""
"","apdp.work.000684","Poems (1962)","Poems","Single Author|Selected Works","1962","[""Mbari Publications""]","[""Nigeria""]","[""Ibadan""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1960","","",""
"","apdp.work.000685","Casualties: Poems 1966–68 (1970)","Casualties: Poems 1966–68","Single Author|Selected Works","1970","[""Holmes & Meier Pub""]","[""United States""]","[""New York""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1970","","",""
"","apdp.work.000686","A Decade of Tongues: Selected Poems 1958–1968 (1981)","A Decade of Tongues: Selected Poems 1958–1968","Single Author|Collected Works","1981","[""Longmans""]","[""England""]","[""London""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1980","","",""
"","apdp.work.000687","Urhobo Poetry (1980)","Urhobo Poetry","Single Author|Selected Works","1980","[""Ibadan University Press""]","[""Nigeria""]","[""Ibadan""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1980","","",""
"","apdp.work.000688","A Lot from Paradise (1999)","A Lot from Paradise","Single Author|Selected Works","1999","[""Malthouse Press""]","[""Nigeria""]","[""Lagos""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","","","[""Clark, John Pepper 'J. P.'""]","1990","","",""
"","apdp.work.000689","Visions and Reflections (1972)","Visions and Reflections","Single Author|Selected Works","1972","[""National Educational Company of Zambia, Limited (NECZAM)""]","","","","",""," - ","","""[Chipasula, Frank Mkalawile](apdp.person.itn.000117)|Poet;;;[Chipasula, Frank Mkalawile](apdp.person.itn.000117)|Work Author""","","","","[""Chipasula, Frank Mkalawile""]","1970","","",""
"","apdp.work.000690","O Earth, Wait for Me (1984)","O Earth, Wait for Me","Single Author|Selected Works","1984","[""Ravan Press""]","","","","",""," - ","","""[Chipasula, Frank Mkalawile](apdp.person.itn.000117)|Poet;;;[Chipasula, Frank Mkalawile](apdp.person.itn.000117)|Work Author""","","","","[""Chipasula, Frank Mkalawile""]","1980","","",""
"","apdp.work.000691","Whispers in the Wings: New and Selected Poems (2001)","Whispers in the Wings: New and Selected Poems","Single Author|Selected Works","2001","[""Mallory International""]","","","","",""," - ","","""[Chipasula, Frank Mkalawile](apdp.person.itn.000117)|Poet;;;[Chipasula, Frank Mkalawile](apdp.person.itn.000117)|Work Author""","","","","[""Chipasula, Frank Mkalawile""]","2000","","",""
"","apdp.work.000692","Die Vlakte en ander gedigte (""The Plains and Other Poems"") (2013)","Die Vlakte en ander gedigte (""The Plains and Other Poems"")","Single Author|Collected Works","2013","[""JiaHu Books""]","","","","",""," - ","","""[Celliers, Jan](apdp.person.itn.001097)|Poet;;;[Celliers, Jan](apdp.person.itn.001097)|Work Author""","","","","[""Celliers, Jan""]","2010","","",""
"","apdp.work.000693","The Flaming Terrapin (1924)","The Flaming Terrapin","Single Author|Selected Works","1924","[""Jonathan Cape""]","[""England""]","[""London""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","""[The Poetry of Statement (1950-03-24)](apdp.news.001153)""","","[""Campbell, Roy""]","1920","","",""
"","apdp.work.000694","Flowering Reeds (1933)","Flowering Reeds","Single Author|Selected Works","1933","[""Boriswood""]","[""England""]","[""London""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","","","[""Campbell, Roy""]","1930","","",""
"","apdp.work.000695","The Georgiad (1931)","The Georgiad","Single Author|Selected Works","1931","[""Boriswood""]","[""England""]","[""London""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","""[Vaquero in Vacuo (1957-11-08)](apdp.news.001154)""","","[""Campbell, Roy""]","1930","","",""
"","apdp.work.000696","Adamastor (1930)","Adamastor","Single Author|Selected Works","1930","[""Faber & Faber Ltd.""]","[""England""]","[""London""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","","","[""Campbell, Roy""]","1930","","",""
"","apdp.work.000697","Winter of Our Discontent (2008)","Winter of Our Discontent","Single Author|Full Length","2008","[""Penguin Publishing Group""]","[""England""]","[""London""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Mentioned Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","","","[""Campbell, Roy""]","2000","","",""
"","apdp.work.000698","The Rare and the Beautiful: the lives of the Garmans (2004)","The Rare and the Beautiful: the lives of the Garmans","Single Author|Full Length","2004","[""Ecco""]","[""United States""]","[""New York""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Mentioned Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","","","[""Campbell, Roy""]","2000","","",""
"","apdp.work.000699","Afrikaans: Its Origin and Development (1936)","Afrikaans: Its Origin and Development","Single Author|Full Length","1936","[""The Clarendon Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Campbell, Roy](apdp.person.itn.000514)|Mentioned Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","","","","[""Campbell, Roy""]","1930","","",""
"","apdp.work.000700","Veldsingers Verse: A Compilation of the Works of Members of the Veldsingers Club (1910)","Veldsingers Verse: A Compilation of the Works of Members of the Veldsingers Club","Anthology","1910","[""J.M Dent & Sons Ltd""]","[""England""]","[""London""]","","",""," - ","","""[Byron, Mary](apdp.person.itn.000987)|Poet;;;[Byron, Mary](apdp.person.itn.000987)|Author""","","","","","1910","","",""
"","apdp.work.000701","A Book of African Verse, selected and introduced by Guy Butler (1959)","A Book of African Verse, selected and introduced by Guy Butler","Anthology","1959","[""Oxford University Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Poet;;;[Plomer, William](apdp.person.itn.000132)|Poet;;;[Prince, Frank Templeton 'F. T.'](apdp.person.itn.001105)|Poet;;;[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Poet;;;[Madge, Charles Henry](apdp.person.itn.000235)|Poet;;;[Slater, Francis Carey 'F. C.'](apdp.person.itn.001128)|Poet;;;[Paton, Alan](apdp.person.itn.000391)|Poet;;;[Clouts, Sydney](apdp.person.itn.000640)|Poet""","","""[OXFORD UNIVERSITY PRESS OVERSEAS (1960-09-09)](apdp.news.001147)""","","","1950","","",""
"","apdp.work.000702","A Book of South African Verse (1968)","A Book of South African Verse","Anthology","1968","[""Oxford University Press""]","[""England""]","[""Oxford""]","","",""," - ","","""[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Butler, Guy](apdp.person.itn.000167)|Author""","","""[South African Verse (1980-12-12)](apdp.news.000857);;;[Minority Poets (1959-07-03)](apdp.news.001142);;;[Oxford University Press (1959-06-19)](apdp.news.001144);;;[The Times Literary Supplement (1980-11-21)](apdp.news.001087);;;[South African Verse (1980-12-12)](apdp.news.002080);;;[A Minority Art (1959-06-18)](apdp.news.002165)""","","","1960","","",""
"","apdp.work.000703","Stranger to Europe: Poems 1939 to 1949 (1952)","Stranger to Europe: Poems 1939 to 1949","Single Author|Collected Works","1952","[""A. A. Balkema""]","","","","",""," - ","","""[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Butler, Guy](apdp.person.itn.000167)|Work Author""","","""[Poems from Africa (1961-02-17)](apdp.news.001150);;;[Literary Gusto in South Africa (1955-08-05)](apdp.news.001148)""","","[""Butler, Guy""]","1950","","",""
"","apdp.work.000704","Songs and Ballads (1978)","Songs and Ballads","Single Author|Selected Works","1978","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Butler, Guy](apdp.person.itn.000167)|Work Author""","","","","[""Butler, Guy""]","1970","","",""
"","apdp.work.000705","Selected Poems (1989)","Selected Poems","Single Author|Selected Works","1989","[""Ad Donker""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Butler, Guy](apdp.person.itn.000167)|Work Author""","","","","[""Butler, Guy""]","1980","","",""
"","apdp.work.000706","Guy Butler: Collected Poems (1999)","Guy Butler: Collected Poems","Single Author|Collected Works","1999","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Butler, Guy](apdp.person.itn.000167)|Poet;;;[Butler, Guy](apdp.person.itn.000167)|Work Author""","","","","[""Butler, Guy""]","1990","","",""
"","apdp.work.000707","Stubborn Hope (1978)","Stubborn Hope","Single Author|Selected Works","1978","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","","""[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Work Author""","","","","[""Brutus, Dennis Vincent""]","1970","","",""
"","apdp.work.000708","Salutes and Censures (1985)","Salutes and Censures","Single Author|Selected Works","1985","[""Fourth Dimension Publishers""]","[""Nigeria""]","[""Enugu""]","","",""," - ","","""[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Work Author""","","","","[""Brutus, Dennis Vincent""]","1980","","",""
"","apdp.work.000709","Letter to Martha and Other Poems from a South African Prison (1968)","Letter to Martha and Other Poems from a South African Prison","Single Author|Selected Works","1968","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","","""[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Work Author""","","","","[""Brutus, Dennis Vincent""]","1960","","",""
"","apdp.work.000710","Footscript (Voetskrif) (1976)","Footscript (Voetskrif)","Single Author|Selected Works","1976","[""Perskor""]","[""South Africa""]","[""Johannesburg""]","","",""," - ","","""[Breytenbach, Breyten](apdp.person.itn.001295)|Poet;;;[Breytenbach, Breyten](apdp.person.itn.001295)|Work Author""","","","","[""Breytenbach, Breyten""]","1970","","",""
