"airtableID","Unique ID","Primary Field","Title","Work type","Year","publisher","spatial.country","spatial.city","Page no","Issue","Volume","Source link","[commentaries]","person","Complete","news_items","name-major-poet","person-author","topics-decade","commentaries_relation","References","site section"
"","apdp.work.000138","The Hare and the Hornbill (1978)","The Hare and the Hornbill","Single Author|Selected Works","1978","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","","""[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Plaatje, Solomon Tshekisho](apdp.person.itn.000246)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Marechera, Dambudzo](apdp.person.itn.000609)|Poet""","","""[Heinemann Educational Books (1978-10-13)](apdp.news.000178)""","","","1970","","",""
"","apdp.work.000139","The Fisherman's Invocation: Poems (1978)","The Fisherman's Invocation: Poems","Single Author|Selected Works","1978","[""Heinemann Educational""]","[""England""]","[""London""]","","",""," - ","","""[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet""","","""[Heinemann (1978-10-20)](apdp.news.000301)""","","","1970","","",""
"","apdp.work.000140","Primordiale du Sixième Jour (1963)","Primordiale du Sixième Jour","Single Author|Selected Works","1963","[""Présence Africaine""]","[""France""]","[""Paris""]","","",""," - ","","""[Diakhate, Lamine](apdp.person.itn.000025)|Poet;;;[Diakhate, Lamine](apdp.person.itn.000025)|Work Author""","","""[Haitian High Drama (1964-07-16)](apdp.news.000020)""","","[""Diakhate, Lamine""]","1960","","",""
"","apdp.work.000141","Okike: An African Journal of New Writing (1978)","Okike: An African Journal of New Writing","Anthology","1978","[""Okike Magazine""]","[""United States""]","[""Amherst""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Liyong, Taban Lo](apdp.person.itn.001247)|Poet;;;[P'Bitek, Okot](apdp.person.itn.001284)|Poet;;;[Mtshali, Oswald Mbuyiseni](apdp.person.itn.001092)|Poet""","","""[From recent issues (1978-06-16)](apdp.news.000193);;;[African New Writing (1978-07-21)](apdp.news.000936)""","","","1970","","",""
"","apdp.work.000142","C. Day-Lewis: An English Literary Life (1980)","C. Day-Lewis: An English Literary Life","Single Author|Full Length","1980","[""Weidenfeld & Nicolson Ltd""]","","","","","","","","""[Day-Lewis, Sean]()|Author;;;[Day-Lewis, Sean]()|Work Author""","True","""[From firebrand to Poet Laureate (1980-03-23)](apdp.news.000433)""","","[""Day-Lewis, Sean""]","1980","","",""
"","apdp.work.000143","A Shuttle in the Crypt (1987)","A Shuttle in the Crypt","Single Author|Selected Works","1987","[""Hill & Wang""]","[""United States""]","[""New York""]","","",""," - ","","""[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Work Author""","","""[For Christopher Okigbo (1972-10-09)](apdp.news.000105)""","","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","1980","","",""
"","apdp.work.000144","The Marriage of Anansewa: A Storytelling Drama (1975)","The Marriage of Anansewa: A Storytelling Drama","Single Author|Full Length","1975","[""Longmans""]","","","","",""," - ","","""[Sutherland, Efua]()|Author;;;[Sutherland, Efua]()|Work Author""","","""[Folklore Modern Style (1969-10-22)](apdp.news.000283)""","","[""Sutherland, Efua""]","1970","","",""
"","apdp.work.000145","A Short History of West Africa (1975)","A Short History of West Africa","Single Author|Full Length","1975","[""Hill & Wang""]","","","","",""," - ","","""[Osae, T. A.]()|Author;;;[Osae, T. A.]()|Work Author""","","""[Folklore Modern Style (1969-10-22)](apdp.news.000283)""","","[""Osae, T. A.""]","1970","","",""
"","apdp.work.000146","The Gab Boys (1969)","The Gab Boys","Single Author|Full Length","1969","[""Fontana (HarperCollins)""]","","","","",""," - ","","""[Duodu, Cameron]()|Author;;;[Duodu, Cameron]()|Work Author""","","""[Folklore Modern Style (1969-10-22)](apdp.news.000283)""","","[""Duodu, Cameron""]","1960","","",""
"","apdp.work.000147","Topics in West African History (1986)","Topics in West African History","Single Author|Full Length","1986","[""Longmans""]","","","","",""," - ","","""[Boahen, Adu 'Albert']()|Author;;;[Boahen, Adu 'Albert']()|Work Author""","","""[Folklore Modern Style (1969-10-22)](apdp.news.000283)""","","[""Boahen, Adu 'Albert'""]","1980","","",""
"","apdp.work.000148","The Beautyful Ones are Not Yet Born (1968)","The Beautyful Ones are Not Yet Born","Single Author|Full Length","1968","[""Heinemann Educational""]","","","","",""," - ","","""[Armah, Ayi Kwei]()|Author;;;[Armah, Ayi Kwei]()|Work Author""","","""[Folklore Modern Style (1969-10-22)](apdp.news.000283)""","","[""Armah, Ayi Kwei""]","1960","","",""
"","apdp.work.000149","The Pineapple Child and Other Tales from Ashanti (1987)","The Pineapple Child and Other Tales from Ashanti","Single Author|Full Length","1987","[""André Deutsch""]","[""England""]","[""London""]","","",""," - ","","""[Appiah (Cripps), Enid Margaret 'Peggy']()|Author;;;[Appiah (Cripps), Enid Margaret 'Peggy']()|Work Author""","","""[Folklore Modern Style (1969-10-22)](apdp.news.000283)""","","[""Appiah (Cripps), Enid Margaret 'Peggy'""]","1980","","",""
"","apdp.work.000150","The Book and the Brotherhood (1987)","The Book and the Brotherhood","Single Author|Full Length","1987","[""Penguin Publishing Group""]","[""England""]","","","","","","","""[Murdoch, Iris 'Jean Iris Murdoch']()|Author;;;[Murdoch, Iris 'Jean Iris Murdoch']()|Work Author""","True","""[Focus on the annual war of words (1987-09-27)](apdp.news.000311)""","","[""Murdoch, Iris 'Jean Iris Murdoch'""]","1980","","",""
"","apdp.work.000151","The Colour of Blood (1987)","The Colour of Blood","Single Author|Full Length","1987","[""Jonathan Cape""]","[""England""]","","","","","","","""[Moore, Brian]()|Author;;;[Moore, Brian]()|Work Author""","True","""[Focus on the annual war of words (1987-09-27)](apdp.news.000311)""","","[""Moore, Brian""]","1980","","",""
"","apdp.work.000152","Moon Tiger (1987)","Moon Tiger","Single Author|Full Length","1987","[""André Deutsch""]","","","","","","","","""[Lively, Penelope  Margaret  'Penelope Margaret Low']()|Author;;;[Lively, Penelope  Margaret  'Penelope Margaret Low']()|Work Author""","True","""[Focus on the annual war of words (1987-09-27)](apdp.news.000311)""","","[""Lively, Penelope  Margaret  'Penelope Margaret Low'""]","1980","","",""
"","apdp.work.000153","Circles of Deceit (1987)","Circles of Deceit","Single Author|Full Length","1987","[""MacMillan & Company""]","[""England""]","[""London""]","","","","","","""[Bawden, Nina]()|Author;;;[Bawden, Nina]()|Work Author""","True","""[Focus on the annual war of words (1987-09-27)](apdp.news.000311)""","","[""Bawden, Nina""]","1980","","",""
"","apdp.work.000154","Chatterton (1987)","Chatterton","Single Author|Full Length","1987","["" Palgrave Macmillan""]","[""England""]","[""London""]","","","","","","""[Ackroyd, Peter ]()|Author;;;[Ackroyd, Peter ]()|Work Author""","True","""[Focus on the annual war of words (1987-09-27)](apdp.news.000311)""","","[""Ackroyd, Peter ""]","1980","","",""
"","apdp.work.000155","The Polygamist (1972)","The Polygamist","Single Author|Full Length","1972","[""Hodder and Stoughton""]","[""England""]","[""London""]","","",""," - ","","""[Sithole, Ndabaningi]()|Author;;;[Sithole, Ndabaningi]()|Work Author""","","""[Father and Son (1973-08-31)](apdp.news.000282)""","","[""Sithole, Ndabaningi""]","1970","","",""
"","apdp.work.000156","Voices in the Dark (1970)","Voices in the Dark","Single Author|Full Length","1970","[""East African Publishing House""]","","","","",""," - ","","""[Kibera, Leonard]()|Author;;;[Kibera, Leonard]()|Work Author""","","""[Father and Son (1973-08-31)](apdp.news.000282)""","","[""Kibera, Leonard""]","1970","","",""
"","apdp.work.000157","Fragments (1975)","Fragments","Single Author|Full Length","1975","[""Heinemann Educational""]","","","","",""," - ","","""[Armah, Ayi Kwei]()|Author;;;[Armah, Ayi Kwei]()|Work Author""","","""[Father and Son (1973-08-31)](apdp.news.000282)""","","[""Armah, Ayi Kwei""]","1970","","",""
"","apdp.work.000158","Exile in Colchester: Collected Poems (2001)","Exile in Colchester: Collected Poems","Single Author|Collected Works","2001","[""David Philip""]","[""South Africa""]","[""Cape Town""]","","",""," - ","","""[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Poet;;;[Currey, Ralph Nixon 'R. N.'](apdp.person.itn.000253)|Work Author""","","""[Exile in Colechester (2001-08-03)](apdp.news.000004)""","","[""Currey, Ralph Nixon 'R. N.'""]","2000","","",""
"","apdp.work.000159","The Development of African Drama (1982)","The Development of African Drama","Single Author|Full Length","1982","[""Cambridge University Press""]","[""England""]","[""London""]","","",""," - ","","""[Etherton, Michael]()|Author;;;[Etherton, Michael]()|Work Author""","","""[Elite performances (1983-01-14)](apdp.news.000281)""","","[""Etherton, Michael""]","1980","","",""
"","apdp.work.000160","Anthem of the Decades (1981)","Anthem of the Decades","Single Author|Full Length","1981","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","","""[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Kunene, Mazisi 'Raymond'](apdp.person.itn.000699)|Poet""","","""[Effects of exile (1982-05-14)](apdp.news.000022)""","","","1980","","",""
"","apdp.work.000161","Lenrie Peters: Selected Poetry (1981)","Lenrie Peters: Selected Poetry","Single Author|Selected Works","1981","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","","""[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Kunene, Mazisi 'Raymond'](apdp.person.itn.000699)|Poet""","","""[Effects of exile (1982-05-14)](apdp.news.000022)""","","","1980","","",""
"","apdp.work.000162","Godhorse (1989)","Godhorse","Single Author|Selected Works","1989","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","","""[Laing, Kojo 'Bernard'](apdp.person.itn.000803)|Poet;;;[Laing, Kojo 'Bernard'](apdp.person.itn.000803)|Work Author""","","""[Different aesthetics (1990-05-18)](apdp.news.000019)""","","[""Laing, Kojo 'Bernard'""]","1980","","",""
"","apdp.work.000163","The Fate of Vultures: New Poetry of Africa (1989)","The Fate of Vultures: New Poetry of Africa","Anthology","1989","[""Heinemann""]","[""England""]","[""London""]","","",""," - ","","""[Laing, Kojo 'Bernard'](apdp.person.itn.000803)|Poet""","","""[Different aesthetics (1990-05-18)](apdp.news.000019)""","","","1980","","",""
"","apdp.work.000164","Age of Iron (1990)","Age of Iron","Single Author|Full Length","1990","[""Secker & Warburg""]","[""England""]","[""London""]","","","","","","""[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Author;;;[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Work Author""","True","""[Death of a nation (1990-09-16)](apdp.news.000507);;;[Who's Reading Whom (1990-10-28)](apdp.news.000509)""","","[""Coetzee, John Maxwell ' -J. M. '""]","1990","","",""
"","apdp.work.000165","Hand in Glove (1992)","Hand in Glove","Single Author|Full Length","1992","[""Bantam Press""]","[""England""]","[""London""]","","","","","","""[Goddard,  Robert]()|Author;;;[Goddard,  Robert]()|Work Author""","True","""[Dead poet's society (1992-11-08)](apdp.news.000441)""","","[""Goddard,  Robert""]","1990","","",""
"","apdp.work.000166","Du. Schweizerische Monatsschrift (1951)","Du. Schweizerische Monatsschrift","Magazine","1951","[""Conzett & Huber""]","[""Switzerland""]","[""Zurich""]","","",""," - ","","","","""[Current Periodicals (1953-02-06)](apdp.news.000012)""","","","1950","","",""
"","apdp.work.000167","A Messiah of the Last Days (1974)","A Messiah of the Last Days","Single Author|Full Length","1974","[""Faber & Faber Ltd.""]","[""England""]","[""London""]","","",""," - ","","""[Driver, Charles Jonathan 'Jonty'](apdp.person.itn.000261)|Poet;;;[Driver, Charles Jonathan 'Jonty'](apdp.person.itn.000261)|Work Author""","","""[Cruising through hell (1974-10-06)](apdp.news.000024)""","","[""Driver, Charles Jonathan 'Jonty'""]","1970","","",""
"","apdp.work.000168","Orphan (1968)","Orphan","Single Author|Selected Works","1968","[""East African Publishing House""]","[""Kenya""]","[""Nairobi""]","","",""," - ","","""[Oculi, Okello](apdp.person.itn.001343)|Poet;;;[Oculi, Okello](apdp.person.itn.001343)|Work Author""","","""[Compensations in culture (1968-10-09)](apdp.news.000672)""","","[""Oculi, Okello""]","1960","","",""
"","apdp.work.000169","Black Orpheus: An Anthology of African and Afro-American Prose (1964)","Black Orpheus: An Anthology of African and Afro-American Prose","Anthology","1964","[""Longmans of Nigeria""]","[""Nigeria""]","[""Lagos""]","","",""," - ","","""[Okara, Gabriel](apdp.person.itn.000399)|Mentioned Poet;;;[Beier, Ulli]()|Editor;;;[Mphahlele, Ezekiel 'Es'kia']()|Editor;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet""","","""[Longmans (1965-09-16)](apdp.news.000287);;;[Literature as Symptom? (1963-01-11)](apdp.news.001137)""","","","1960","","",""
"","apdp.work.000170","Things Fall Apart (1958)","Things Fall Apart","Single Author|Full Length","1958","[""Heinemann""]","[""England""]","[""London""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet""","","""[Commentary (1969-10-02)](apdp.news.000232);;;[Critics' Choice (2009-05-10)](apdp.news.000344);;;[100 Books to Love (2013-10-06)](apdp.news.000355);;;[Obituaries (2013-03-24)](apdp.news.000353);;;[Radio (1992-08-09)](apdp.news.000323);;;[Radio (1992-08-16)](apdp.news.000324);;;[Radio (1998-10-25)](apdp.news.000332);;;[Reading round the World (1973-12-30)](apdp.news.000306);;;[Rest of the week's theatre (1997-06-08)](apdp.news.000360);;;[World Service (1996-07-07)](apdp.news.000328);;;[A plea for polyphony (1990-05-18)](apdp.news.000959);;;[Contents (2010-04-02)](apdp.news.000925);;;[Are There Underdeveloped Writers? (1965-05-27)](apdp.news.000976);;;[Finding their Voices (1965-09-16)](apdp.news.000999);;;[In Africa: Ex Africa (1968-09-19)](apdp.news.001014);;;[NB (2003-06-13)](apdp.news.001027);;;[The great and the cheese-paring (1990-04-27)](apdp.news.001045);;;[The growth of African publishing (1982-02-26)](apdp.news.001048)""","","","1950","","",""
"","apdp.work.000171","Close Company: Stories of mothers and daughters (1987)","Close Company: Stories of mothers and daughters","Anthology","1987","[""Virago""]","","","","",""," - ","","""[Park, Christine]()|Editor;;;[Heaton, Caroline]()|Editor""","","""[Heroically marginal (1987-11-06)](apdp.news.000286)""","","","1980","","",""
"","apdp.work.000172","The Strong Breed (1968)","The Strong Breed","Single Author|Full Length","1968","[""Oxford University Press""]","[""England""]","[""London""]","","",""," - ","","""[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Work Author""","","""[Clash of values (1968-11-27)](apdp.news.000140)""","","[""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","1960","","",""
"","apdp.work.000173","The Roaring Queen  (1973)","The Roaring Queen ","Single Author|Full Length","1973","["" ‎ Liveright Pub Corp""]","","","","","","","","""[Lewis, Wyndham 'Percy']()|Author;;;[Lewis, Wyndham 'Percy']()|Work Author""","True","""[Chronicle of creative hatred (1973-07-29)](apdp.news.000425)""","","[""Lewis, Wyndham 'Percy'""]","1970","","",""
"","apdp.work.000174","The Rape of Shavi (1983)","The Rape of Shavi","Single Author|Full Length","1983","[""George Braziller""]","[""United States""]","[""New York""]","178","",""," - ","","","","""[Buchi's brilliant career (1983-11-06)](apdp.news.000309)""","","","1980","","",""
"","apdp.work.000175","Taurine Provence: Philosophy, Religion, and Technique of the Bullfighter (1932)","Taurine Provence: Philosophy, Religion, and Technique of the Bullfighter","Single Author|Full Length","1932","[""Desmond Harmsworth""]","[""England""]","[""London""]","","","","","","""[Campbell, Roy](apdp.person.itn.000514)|Mentioned Poet;;;[Campbell, Roy](apdp.person.itn.000514)|Work Author""","True","""[Bravo, Tauro! (2033-01-29)](apdp.news.000393)""","","[""Campbell, Roy""]","1930","","",""
"","apdp.work.000176","A Reed in the Tide (1965)","A Reed in the Tide","Single Author|Selected Works","1965","[""Longmans, Green & Co. Ltd""]","[""England""]","[""London""]","","",""," - ","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","[""Clark, John Pepper 'J. P.'""]","1960","","",""
"","apdp.work.000177","The Second Round (1966)","The Second Round","Single Author|Full Length","1966","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","","",""
"","apdp.work.000178","Heavensgate (1962)","Heavensgate","Single Author|Selected Works","1962","[""Mbari Publications""]","[""Nigeria""]","[""Ibadan""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","","",""
"","apdp.work.000179","Sirens, Knuckles, Boots. Mbari Publications, 1963. (1963)","Sirens, Knuckles, Boots. Mbari Publications, 1963.","Single Author|Selected Works","1963","[""Mbari Publications""]","","","","",""," - ","['recgMSHYQqJZszUxt']","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","[""[Dennis Brutus; Race, Sports, and Poetry](apdp.commentary.000010)""]","",""
"","apdp.work.000180","No Longer at Ease (1960)","No Longer at Ease","Single Author|Full Length","1960","[""Heinemann""]","[""England""]","[""London""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220);;;[A plea for polyphony (1990-05-18)](apdp.news.000959);;;[Set Fair for Happiness? (1960-10-14)](apdp.news.000929)""","","","1960","","",""
"","apdp.work.000181","Arrow of God (1964)","Arrow of God","Single Author|Full Length","1964","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220);;;[A plea for polyphony (1990-05-18)](apdp.news.000959);;;[A Restless Land (1964-03-26)](apdp.news.000932);;;[Contents (2010-04-02)](apdp.news.000925);;;[Heinemann (1964-03-26)](apdp.news.000943)""","","","1960","","",""
"","apdp.work.000182","Limits (1964)","Limits","Single Author|Selected Works","1964","[""Mbari Publications""]","","","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","","",""
"","apdp.work.000183","Lenrie Peters: Poems (1964)","Lenrie Peters: Poems","Single Author|Selected Works","1964","[""Mbari Publications""]","","","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","","",""
"","apdp.work.000184","The Day Natal Took Off: A Satire (1963)","The Day Natal Took Off: A Satire","Single Author|Full Length","1963","[""Pall Mall Press""]","[""England""]","[""London""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","","",""
"","apdp.work.000185","The Interpreters (1964)","The Interpreters","Single Author|Full Length","1964","[""Heinemann""]","[""United States""]","[""Portsmouth""]","","",""," - ","","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Poet;;;[Delius, Anthony 'Ronald St. Martin'](apdp.person.itn.000001)|Poet;;;[Okara, Gabriel](apdp.person.itn.000399)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Poet;;;[Brutus, Dennis Vincent](apdp.person.itn.000779)|Poet;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Poet;;;[Peters, Lenrie](apdp.person.itn.000030)|Poet;;;[Okigbo, Christopher](apdp.person.itn.001150)|Poet""","","""[BOOKS OF THE 1960s-2 (1965-09-16)](apdp.news.000220)""","","","1960","","",""
"","apdp.work.000186","An anthology of traditional African Poems (1966)","An anthology of traditional African Poems","Anthology","1966","[""Cambridge University Press""]","[""England""]","[""London""]","","",""," - ","","","","""[Black Orpheus (1966-07-28)](apdp.news.000053)""","","","1960","","",""
"","apdp.work.000187","First Awakenings The Early Poems (1992)","First Awakenings The Early Poems","Single Author|Collected Works","1992","[""Carcanet Press""]","[""England""]","[""Manchester""]","","","","","","""[Jackson, Laura 'Riding Jackson']()|Poet;;;[Jackson, Laura 'Riding Jackson']()|Work Author;;;[Nye , Robert]()|Editor;;;[Friedmann, Elizabeth]()|Editor;;;[Clark, Alan J.]()|Editor""","True","""[Beginner's pluck (1992-06-28)](apdp.news.000440)""","","[""Jackson, Laura 'Riding Jackson'""]","1990","","",""
"","apdp.work.000188","Letters To Malaya III and IV  (1944)","Letters To Malaya III and IV ","Single Author|Collected Works","1944","[""G.P. Putnam's Sons""]","","","","","","","","""[Skinner, Martyn]()|Poet;;;[Skinner, Martyn]()|Work Author""","True","""[Back to the Eighteenth Century (2044-01-23)](apdp.news.000403)""","","[""Skinner, Martyn""]","1940","","",""
"","apdp.work.000189","Modern Poems (1917)","Modern Poems","Single Author|Selected Works","1917","[""B. H. Blackwell""]","[""England""]","[""Oxford""]","","",""," - ","","""[Hamilton, William Robert 'W. R.'](apdp.person.itn.001216)|Poet;;;[Hamilton, William Robert 'W. R.'](apdp.person.itn.001216)|Work Author""","","""[B. H. Blackwell (Forthcoming) (1917-06-07)](apdp.news.000017)""","","[""Hamilton, William Robert 'W. R.'""]","1910","","",""
"","apdp.work.000190","America, Their America (1964)","America, Their America","Single Author|Full Length","1964","[""André Deutsch""]","[""England""]","","","","","","","""[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Author;;;[Clark, John Pepper 'J. P.'](apdp.person.itn.000828)|Work Author""","True","""[Autumn Pick (1964-08-23)](apdp.news.000479);;;[Awkward Guest (1964-09-24)](apdp.news.002326)""","","[""Clark, John Pepper 'J. P.'""]","1960","","",""
"","apdp.work.000191","Anthology of British Women Writers (1989)","Anthology of British Women Writers","Anthology","1989","[""P. Bedrick Books""]","[""United States""]","[""New York""]","","",""," - ","","""[Todd, Janet]()|Editor;;;[Spender, Dale]()|Editor""","","""[Attempting the pen (1989-09-22)](apdp.news.000270)""","","","1980","","",""
